trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.43,3.63,2,1,4
2,2,4,2,4.12,5.02,2,1,4
3,1,3,4,3.1,4.56,1,1,3
4,1,3,4,2.26,3.25,1,1,3
5,2,4,4,3.29,4.18,1,2,4
6,2,4,4,2.15,3.14,1,2,4
7,1,3,3,4.63,5.88,2,2,3
8,1,4,4,2.94,3.51,1,1,4
9,2,4,4,2.24,3.12,1,2,4
10,1,4,,3.09,,4,2,4
11,2,3,1,2.68,4.11,1,2,3
12,1,4,4,4.47,5.34,1,1,4
13,1,4,4,3.2,4.1,1,1,4
14,1,4,4,3.56,4.44,1,1,4
15,1,3,1,3.64,4.35,1,1,3
16,2,3,1,2.08,2.84,1,2,3
17,2,3,3,3.44,4.38,2,1,3
18,2,4,1,3.2,4.11,1,2,4
19,1,3,4,2.46,3.43,1,1,3
20,2,4,4,4.12,4.98,1,2,4
21,2,3,4,2.78,3.66,1,2,3
22,2,3,3,6.05,6.89,2,1,3
23,2,4,4,2.73,3.61,1,2,4
24,2,3,4,2.91,3.51,1,2,3
25,2,4,4,2.17,2.98,1,2,4
26,2,3,2,2.43,3.42,2,1,3
27,2,4,4,3.21,4.7,1,2,4
28,1,3,1,4.04,4.71,1,1,3
29,1,3,4,2.64,3.49,1,1,3
30,1,4,1,2.52,3.19,1,1,4
31,1,4,4,2.73,6.24,1,1,4
32,2,3,4,2.94,3.89,1,2,3
33,1,3,1,4.55,5.34,1,1,3
34,2,3,4,2.46,3.34,1,2,3
35,1,3,1,2.42,3.35,1,1,3
36,1,4,4,5.06,5.96,1,1,4
37,1,4,4,3.49,4.51,1,1,4
38,1,4,4,3.16,4,1,1,4
39,2,4,3,5.08,5.75,2,1,4
40,1,3,1,3.37,4.09,1,1,3
41,1,3,1,3.29,3.89,1,1,3
42,1,3,,6.83,,4,2,3
43,1,4,4,3.04,4.02,1,1,4
44,1,3,2,4.8,5.69,2,2,3
45,1,4,4,2.66,3.79,1,1,4
46,2,4,4,2.65,3.61,1,2,4
47,1,4,4,2.49,3.33,1,1,4
48,1,4,1,6.67,7.74,1,1,4
49,2,3,4,3.3,5.19,1,2,3
50,1,4,2,4.61,6,2,2,4
51,1,4,4,3.26,5.17,1,1,4
52,2,4,,,,3,1,4
53,2,3,,,,3,1,3
54,2,3,,,,3,1,3
55,2,4,4,2.51,3.93,1,2,4
