trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,4,3.69,5.1,2,1,3
2,1,4,1,3.93,4.78,1,1,4
3,1,3,4,3.27,4.01,2,2,3
4,2,3,3,3.16,4.98,1,2,3
5,1,4,3,3.5,4.6,2,2,4
6,1,4,2,4.43,5.13,2,2,4
7,1,4,,2.3,,4,2,4
8,1,4,,2.29,,4,2,4
9,2,3,,2.93,,4,1,3
10,2,4,4,3.49,7.26,1,2,4
11,2,3,4,2.58,7.35,2,1,3
12,2,4,,2.88,,4,1,4
13,1,3,3,3.6,5.4,1,1,3
14,1,4,3,4.41,5.4,2,2,4
15,1,3,,3.47,,4,2,3
16,1,3,,2.79,,4,2,3
17,1,3,3,3.82,10.25,1,1,3
18,2,3,3,3.68,9.7,1,2,3
19,1,3,3,3.63,11.14,1,1,3
20,1,3,,5.29,,4,2,3
21,2,4,3,5.94,10.5,2,1,4
22,1,3,1,2.97,3.64,1,1,3
23,1,4,4,2.67,4.87,1,1,4
24,2,4,3,2.93,4.09,2,1,4
25,1,4,,4.55,,4,2,4
26,2,4,3,2.23,2.97,2,1,4
27,1,3,3,3.01,3.99,1,1,3
