trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,2,6.48,7.44,2,2,3
2,2,4,,,,3,1,4
3,1,3,1,3.67,4.45,1,1,3
4,1,3,3,3.53,5.07,1,1,3
5,2,3,2,4.01,4.93,1,2,3
6,2,3,4,3.76,5.17,2,1,3
7,2,3,2,4.02,4.78,1,2,3
8,1,4,1,3.63,4.33,1,1,4
9,1,3,3,3.43,4.73,1,1,3
10,2,4,1,3.53,4.6,2,1,4
11,2,4,3,3.97,5.17,2,1,4
12,1,4,2,6.61,7.51,2,2,4
13,1,4,4,7.37,8.64,1,1,4
14,2,3,4,3.23,7.35,2,1,3
15,2,4,2,2.76,3.46,1,2,4
16,1,3,3,5.02,5.79,1,1,3
17,1,4,1,4.27,5.53,1,1,4
18,2,4,2,3.56,3.56,,1,4
19,2,4,4,3.6,4.34,1,2,4
20,2,3,3,5.81,6.49,1,2,3
21,2,3,3,5.49,6.21,1,2,3
22,2,4,4,3.59,4.38,1,2,4
23,1,4,,6.2,,4,2,4
24,1,3,2,3.93,4.66,2,2,3
25,2,4,3,3.25,3.87,2,1,4
26,2,3,1,3.08,3.82,2,1,3
27,2,3,3,2.96,3.62,1,2,3
28,2,4,1,2.65,3.64,2,1,4
29,2,4,4,3.2,3.97,1,2,4
30,1,3,3,7.55,8.25,1,1,3
31,2,3,4,6.44,7.15,2,1,3
32,2,4,3,8.74,9.29,2,1,4
33,1,4,2,3.68,5.23,,2,4
34,2,4,1,2.61,3.46,2,1,4
35,2,3,4,4.09,4.84,2,1,3
36,2,3,3,3.34,4.01,1,2,3
37,1,4,3,4.63,5.21,2,2,4
38,1,3,2,4.52,4.92,2,2,3
39,1,4,4,3.63,4.36,1,1,4
40,2,3,3,3.16,3.85,1,2,3
