trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,1,3.08,3.89,1,1,4
2,1,4,2,3.41,4.8,2,2,4
3,2,3,4,3.4,4.35,2,1,3
4,1,4,2,4.42,6.35,2,2,4
5,1,4,3,2.44,8.63,2,2,4
6,1,4,4,3.77,4.58,1,1,4
7,2,3,1,3.13,4,2,1,3
8,1,3,3,3.72,5.33,1,1,3
9,2,3,4,3.08,3.93,2,1,3
10,1,4,4,3.06,3.84,1,1,4
11,1,4,2,3.58,4.49,2,2,4
12,2,4,1,4.16,4.89,2,1,4
13,1,3,3,3.64,6.72,1,1,3
14,2,4,1,3.96,4.6,2,1,4
15,2,3,4,2.91,3.76,2,1,3
16,2,3,3,3.76,4.57,1,2,3
17,2,4,1,3.56,4.43,2,1,4
18,1,4,4,7.41,8.11,1,1,4
19,1,3,1,2.04,3.09,1,1,3
20,2,3,3,5.49,6.28,1,2,3
21,2,3,1,3.25,3.96,2,1,3
22,2,4,3,2.86,3.62,2,1,4
23,2,4,2,2.7,3.64,1,2,4
24,2,4,4,6.8,7.75,1,2,4
25,2,4,3,2.43,3.24,2,1,4
26,2,3,1,4.02,4.81,2,1,3
27,2,3,3,4.86,5.59,1,2,3
28,2,3,4,1.61,3.65,2,1,3
29,2,4,3,2.23,3.04,2,1,4
30,1,3,4,3.4,4.27,2,2,3
31,1,3,1,2.89,3.61,1,1,3
32,2,3,3,2.89,3.64,1,2,3
33,1,4,1,3.47,4.28,1,1,4
34,2,3,3,2.4,3.11,1,2,3
35,1,3,1,3.79,4.49,1,1,3
36,1,3,4,2.34,3.12,2,2,3
37,1,3,3,2.73,3.67,1,1,3
38,2,4,1,3.78,4.49,2,1,4
39,2,4,3,2.68,3.41,2,1,4
40,2,3,4,6.25,6.94,2,1,3
41,1,4,1,4.54,5.27,1,1,4
42,1,4,3,2.74,3.55,2,2,4
43,2,4,3,4.23,4.97,2,1,4
44,2,4,2,6.96,7.9,1,2,4
45,1,3,4,9.22,10.15,2,2,3
46,2,4,2,5.86,7,1,2,4
47,1,4,4,3.42,4.2,1,1,4
48,1,3,1,2.16,2.93,1,1,3
49,2,3,3,3.55,4.35,1,2,3
50,1,4,4,3.88,4.85,1,1,4
51,2,4,2,1.73,3.27,1,2,4
52,1,4,3,3.17,3.99,2,2,4
53,1,4,,,,3,2,4
54,2,3,4,5.7,6.62,2,1,3
55,1,4,3,2.54,3.15,2,2,4
56,2,3,4,2.87,3.54,2,1,3
57,2,4,4,7.75,8.36,1,2,4
58,2,3,3,4.95,5.71,1,2,3
59,1,3,3,3.5,4.16,1,1,3
60,2,4,4,3.25,3.96,1,2,4
61,2,3,4,4.9,5.63,2,1,3
62,2,4,3,2.84,3.58,2,1,4
63,2,3,4,3.16,3.78,2,1,3
64,2,3,3,2.38,3.08,1,2,3
65,2,3,4,3.09,3.76,2,1,3
66,2,4,2,3.16,3.99,1,2,4
67,2,3,3,4.54,5.46,1,2,3
68,1,4,1,4.04,4.86,1,1,4
69,1,4,3,4.21,4.92,2,2,4
70,2,3,1,3.18,4.02,2,1,3
71,2,3,4,2.62,4.42,2,1,3
72,2,3,2,2.46,3.27,1,2,3
73,1,4,3,3.55,4.35,2,2,4
74,1,3,3,3.56,4.46,1,1,3
75,2,4,1,3.12,4.1,2,1,4
76,1,4,3,2.4,3.09,2,2,4
