trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,1,2.47,3.41,1,1,3
2,2,3,2,3.58,4.35,1,2,3
3,1,3,3,3.24,4.04,1,1,3
4,1,4,4,4.89,5.67,1,1,4
5,1,3,3,4.44,5.03,1,1,3
6,2,4,4,3.1,3.75,1,2,4
7,1,4,4,3.76,4.38,1,1,4
8,1,3,3,3.79,4.3,1,1,3
9,1,3,4,3.2,3.94,2,2,3
10,1,3,3,2.73,3.68,1,1,3
11,2,4,,4.32,,4,1,4
12,1,3,3,3.85,5.35,1,1,3
13,2,3,4,2.64,3.34,2,1,3
14,1,3,4,2.94,3.53,2,2,3
15,2,3,3,2.41,2.99,1,2,3
16,2,4,4,2.35,3,1,2,4
17,2,3,1,4.68,5.66,2,1,3
18,1,3,3,2.32,2.98,1,1,3
19,1,3,3,3.9,5.84,1,1,3
20,2,3,1,3.29,3.89,2,1,3
21,1,4,3,3.67,4.34,2,2,4
22,2,4,3,4.61,5.12,2,1,4
23,2,4,3,4.65,5.72,2,1,4
24,2,3,1,2.54,3.09,2,1,3
25,1,3,3,4.07,4.66,1,1,3
26,1,3,3,6.9,7.47,1,1,3
27,2,4,4,4.05,4.77,1,2,4
28,1,3,3,2.57,3.19,1,1,3
29,1,4,4,6.93,7.67,1,1,4
30,1,3,3,5.04,6.03,1,1,3
31,1,4,4,2.75,3.34,1,1,4
32,1,3,3,5.59,6.18,1,1,3
33,1,3,3,3.3,4.25,1,1,3
34,2,3,3,2.71,3.98,1,2,3
35,2,3,3,3.6,4.24,1,2,3
36,1,4,,,,3,2,4
37,1,3,3,2.59,3.19,1,1,3
38,1,4,3,4.3,4.79,2,2,4
39,2,3,2,2.62,3.29,1,2,3
40,1,3,4,6.68,7.29,2,2,3
41,1,3,3,2.99,3.69,1,1,3
42,2,3,3,3.45,4.34,1,2,3
43,2,3,3,2.72,3.33,1,2,3
44,2,4,4,6.32,7.01,1,2,4
45,2,3,3,3.07,3.63,1,2,3
46,1,4,4,8.17,8.74,1,1,4
47,1,3,3,3.79,4.28,1,1,3
48,2,3,2,7.88,8.62,1,2,3
49,2,4,4,10.12,10.8,1,2,4
50,2,3,3,3.49,4.15,1,2,3
51,1,3,2,2.94,3.59,2,2,3
52,1,3,3,4.29,4.94,1,1,3
53,2,3,3,2.82,3.34,1,2,3
54,1,4,2,2.36,3.25,2,2,4
55,1,4,4,2.14,2.74,1,1,4
56,2,4,2,7.29,8.05,1,2,4
57,1,3,3,3.61,4.2,1,1,3
58,1,4,1,7.76,8.49,1,1,4
59,2,4,2,2.89,3.59,1,2,4
60,1,4,4,9.05,9.67,1,1,4
61,2,4,3,3.35,3.99,2,1,4
62,1,4,,,,3,2,4
63,2,3,3,3.08,3.82,1,2,3
64,1,4,4,2.73,3.39,1,1,4
65,1,3,3,3.56,4.24,1,1,3
66,2,3,3,3.9,4.65,1,2,3
67,1,4,4,2.79,3.53,1,1,4
68,2,3,3,1.86,2.84,1,2,3
69,2,3,2,6.93,7.96,1,2,3
70,1,4,1,6.86,8.16,1,1,4
71,1,4,4,3.11,3.76,1,1,4
72,2,3,3,4.14,4.83,1,2,3
73,2,4,,,,3,1,4
74,2,3,2,2.54,3.3,1,2,3
75,2,3,3,6.94,7.54,1,2,3
76,1,3,3,3.12,3.7,1,1,3
77,1,4,2,2.48,3.21,2,2,4
78,2,3,3,3.06,3.65,1,2,3
79,1,4,4,5.23,6.04,1,1,4
