trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,4,2.37,3.51,1,2,4
2,1,3,1,2.39,4.21,1,1,3
3,2,4,4,4.36,5.04,1,2,4
4,2,4,2,3.72,8.52,1,2,4
5,2,3,4,4.7,5.7,2,1,3
6,1,4,3,4.01,5.6,2,2,4
7,1,4,4,3.67,4.56,1,1,4
8,2,3,4,4.27,4.94,2,1,3
9,2,4,3,5.93,6.88,2,1,4
10,1,4,4,3.16,4.04,1,1,4
11,2,4,3,4.46,5.2,2,1,4
12,2,3,4,4.86,5.71,2,1,3
13,2,3,3,5.34,6.08,1,2,3
14,2,3,3,2.83,3.57,1,2,3
15,1,3,4,7.76,8.59,2,2,3
16,1,3,3,4.94,5.68,1,1,3
17,2,3,1,6.07,6.88,2,1,3
18,2,3,3,3.76,4.7,1,2,3
19,2,4,1,2.35,3.14,2,1,4
20,2,4,4,5.71,6.63,1,2,4
21,2,4,2,6.96,7.94,1,2,4
22,2,4,4,2.92,3.74,1,2,4
23,2,4,3,4.87,5.67,2,1,4
24,2,3,3,3.68,4.39,1,2,3
25,2,4,4,4.9,5.59,1,2,4
26,2,4,4,3.17,4.15,1,2,4
27,1,3,3,4.63,5.46,1,1,3
28,1,4,4,5.16,6.05,1,1,4
29,1,3,3,5.79,6.53,1,1,3
30,1,3,4,5.54,6.59,2,2,3
31,1,4,1,4.48,5.2,1,1,4
32,1,3,4,2.28,3.02,2,2,3
33,2,4,3,4.05,4.79,2,1,4
34,2,4,3,5.12,5.83,2,1,4
35,1,4,4,5.06,5.91,1,1,4
36,2,4,3,2.86,3.64,2,1,4
37,2,4,2,3.56,4.39,1,2,4
38,2,3,4,3.44,4.22,2,1,3
39,2,4,3,5.49,6.09,2,1,4
40,2,4,,9.46,,4,1,4
41,2,3,3,4.6,5.41,1,2,3
42,1,4,3,2.91,3.76,2,2,4
43,1,3,4,2.28,3.01,2,2,3
44,1,4,1,3.04,3.74,1,1,4
45,1,3,,,,3,2,3
46,1,4,4,2.17,3.2,1,1,4
47,1,3,3,7.13,7.98,1,1,3
48,2,3,1,2.76,3.44,2,1,3
49,2,3,4,2.49,3.28,2,1,3
50,2,4,4,3.78,4.46,1,2,4
51,1,3,3,2.39,3.31,1,1,3
52,2,4,1,3.34,4.08,2,1,4
53,2,3,2,4.18,5.55,1,2,3
54,2,4,3,7.14,8,2,1,4
55,2,3,3,2.87,3.66,1,2,3
56,2,3,4,2.85,3.64,2,1,3
57,2,4,4,5.97,6.97,1,2,4
58,1,4,2,3.06,4.06,2,2,4
