trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,2.47,3.13,1,1,3
2,1,4,4,9.44,10.37,1,1,4
3,2,3,4,3.16,4,2,1,3
4,2,3,2,5.02,6.05,1,2,3
5,1,3,2,2.19,3.15,2,2,3
6,1,4,3,2.98,3.78,2,2,4
7,2,3,,,,3,1,3
8,2,3,2,3.27,3.96,1,2,3
9,2,4,3,2.5,3.18,2,1,4
10,2,3,1,2.52,3.27,2,1,3
11,2,3,3,3.89,4.73,1,2,3
12,2,4,3,3.62,4.72,2,1,4
13,2,4,3,2.94,3.74,2,1,4
14,2,3,4,3.47,4.75,2,1,3
15,2,3,1,5.96,6.86,2,1,3
16,1,4,4,5.21,6.05,1,1,4
17,1,4,4,3.94,4.82,1,1,4
18,1,3,,,,3,2,3
19,2,3,3,4.98,5.71,1,2,3
20,2,3,4,3.97,4.8,2,1,3
21,2,3,,,,3,1,3
22,1,3,4,2.13,3.07,2,2,3
23,2,3,3,3.85,4.82,1,2,3
24,2,4,1,9.93,10.9,2,1,4
25,2,4,1,4.68,8.46,2,1,4
26,1,3,3,2.48,3.4,1,1,3
27,2,4,4,3.41,4.52,1,2,4
28,1,4,3,3.27,4.16,2,2,4
29,2,4,,4.19,,4,1,4
30,2,3,2,4.07,4.95,1,2,3
31,2,3,3,2.96,4.29,1,2,3
32,1,3,1,2.76,3.7,1,1,3
33,1,3,3,2.41,3.46,1,1,3
34,1,3,,,,3,2,3
35,1,4,4,2.58,3.41,1,1,4
36,1,4,2,3.41,4.24,2,2,4
37,1,4,4,6.66,7.69,1,1,4
38,2,4,3,5.53,6.54,2,1,4
39,1,4,1,2.45,3.2,1,1,4
40,2,3,4,3.25,4.23,2,1,3
41,2,3,1,3.7,4.45,2,1,3
42,2,3,2,3.2,4.04,1,2,3
43,2,4,1,3.96,4.84,2,1,4
44,2,4,3,3.44,4.35,2,1,4
45,1,4,4,2.25,4.03,1,1,4
46,2,3,2,2.66,3.47,1,2,3
47,2,4,3,5.03,5.85,2,1,4
48,2,3,2,4.96,5.75,1,2,3
49,1,3,3,3.37,4.4,1,1,3
50,2,3,1,4.94,5.7,2,1,3
51,1,3,2,3.57,4.41,2,2,3
52,2,3,,,,3,1,3
53,1,3,2,2.63,3.51,2,2,3
54,1,3,3,4.6,6.12,1,1,3
55,1,4,,,,3,2,4
56,1,3,,9.51,,4,2,3
57,2,4,3,6.37,7.94,2,1,4
58,1,4,1,5.78,6.5,1,1,4
59,2,4,3,3.05,4.1,2,1,4
60,1,3,1,2.63,3.4,1,1,3
61,2,4,1,3.37,4.25,2,1,4
62,1,3,2,3.02,3.93,2,2,3
63,2,4,2,8.85,9.66,1,2,4
64,1,4,4,4.68,5.58,1,1,4
65,2,3,2,3.68,4.5,1,2,3
66,1,4,2,4.6,5.57,2,2,4
67,1,4,3,9.99,10.86,2,2,4
68,2,3,1,2.73,5.26,2,1,3
