trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,6.69,7.4,2,2,4
2,1,3,2,3.4,4.17,2,2,3
3,1,4,1,3.24,4.23,1,1,4
4,1,4,3,9.44,9.66,2,2,4
5,1,4,4,7.33,7.33,1,1,4
6,1,3,3,8.08,8.75,1,1,3
7,1,3,2,8.26,9.38,2,2,3
8,1,3,1,4.2,4.95,1,1,3
9,1,3,,,,3,2,3
10,2,3,2,3.49,4.24,1,2,3
11,1,3,1,3.83,4.62,1,1,3
12,2,3,3,10.17,10.8,1,2,3
13,1,3,2,7.48,8.29,2,2,3
14,2,3,3,6.71,6.71,1,2,3
15,1,4,4,10.25,10.25,1,1,4
16,2,3,3,5.31,6.07,1,2,3
17,1,4,4,5.59,5.59,1,1,4
18,1,3,3,2.37,3.15,1,1,3
19,1,4,4,1.54,5.5,1,1,4
20,1,4,4,6.47,6.47,1,1,4
21,2,3,3,2.63,3.6,1,2,3
22,2,4,3,4.38,5.33,2,1,4
23,2,4,,1.74,,4,1,4
24,1,4,1,2.17,3.05,1,1,4
25,2,3,1,6.52,7.36,2,1,3
26,2,4,4,1.53,6.09,1,2,4
27,1,3,,1.63,,4,2,3
28,2,4,3,5.34,5.99,2,1,4
29,1,4,,1.75,,4,2,4
30,1,4,3,2.87,3.65,2,2,4
31,2,3,1,5.12,5.33,2,1,3
32,1,3,4,1.51,4.06,2,2,3
33,1,3,3,6.8,7.54,1,1,3
34,1,4,4,3.99,3.99,1,1,4
35,2,3,3,9.27,10.06,1,2,3
36,2,3,2,4.28,5.58,1,2,3
37,1,4,4,1.91,4.84,1,1,4
38,1,4,3,7.33,7.65,2,2,4
39,1,3,,1.84,,4,2,3
40,2,4,2,7.29,8.33,1,2,4
41,2,3,1,2.89,3.72,2,1,3
42,2,4,4,5.59,5.59,1,2,4
43,1,3,,,,3,2,3
44,2,3,3,2.47,3.27,1,2,3
45,2,4,1,6.4,7.48,2,1,4
46,1,4,4,6.48,6.48,1,1,4
47,2,4,2,6.4,7.55,1,2,4
48,1,4,4,4.11,4.11,1,1,4
49,2,4,,3.82,,4,1,4
50,2,3,3,4.71,5.92,1,2,3
51,1,3,,9.28,,4,2,3
52,1,3,1,8.89,9.56,1,1,3
53,2,4,4,6.76,6.76,1,2,4
54,2,4,2,5.82,6.78,1,2,4
55,2,3,4,3.25,3.25,2,1,3
56,2,4,3,3.27,4.42,2,1,4
57,2,3,,1.87,,4,1,3
58,1,4,,1.74,,4,2,4
59,2,3,3,10.65,11.64,1,2,3
60,1,4,4,1.8,6.69,1,1,4
