trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,4,1.51,7.29,1,1,4
2,2,4,2,3.06,4,1,2,4
3,2,3,4,4.41,4.41,2,1,3
4,1,3,2,2.24,3.12,2,2,3
5,1,3,3,2.97,4.02,1,1,3
6,1,3,1,6.75,7.65,1,1,3
7,1,3,3,2.64,3.3,1,1,3
8,1,4,1,2.59,3.3,1,1,4
9,2,3,3,3.3,4.11,1,2,3
10,2,3,1,2.67,3.49,2,1,3
11,1,3,3,3.98,4.77,1,1,3
12,1,4,3,3.34,4.05,2,2,4
13,2,4,4,3.99,3.99,1,2,4
14,1,3,2,2.46,3.31,2,2,3
15,2,4,4,3.14,3.14,1,2,4
16,1,3,2,2.06,2.84,2,2,3
17,2,3,4,4.64,4.64,2,1,3
18,2,4,2,3.82,4.68,1,2,4
19,1,3,4,4.65,4.65,2,2,3
20,2,4,3,2.18,3.05,2,1,4
21,1,3,3,2.29,3.02,1,1,3
22,1,3,1,3.34,4.22,1,1,3
23,2,3,2,2.43,3.26,1,2,3
24,1,4,1,2.31,2.98,1,1,4
25,2,4,2,3.32,4.22,1,2,4
26,2,4,4,4.46,4.46,1,2,4
27,1,3,2,2.66,3.36,2,2,3
28,1,3,1,3.27,3.91,1,1,3
29,2,3,4,3.96,3.96,2,1,3
30,2,3,3,3.8,4.72,1,2,3
31,2,4,1,3.65,4.33,2,1,4
32,2,3,3,2.1,2.82,1,2,3
33,1,4,1,2.03,3.91,1,1,4
34,1,4,4,4.07,4.07,1,1,4
35,1,4,1,2.99,3.95,1,1,4
36,2,3,3,2.78,3.51,1,2,3
37,1,4,3,5.37,6.12,2,2,4
38,1,3,1,2.74,3.5,1,1,3
39,1,3,3,6.03,6.76,1,1,3
40,1,3,2,4.96,5.65,2,2,3
41,2,4,4,2.98,2.98,1,2,4
42,2,4,1,4.53,5.31,2,1,4
43,2,3,3,3.14,3.85,1,2,3
44,2,4,1,2.14,2.72,2,1,4
45,2,4,3,2.39,3.15,2,1,4
46,2,3,1,3.33,3.95,2,1,3
47,1,4,,,,3,2,4
48,2,4,1,5.56,8.91,2,1,4
49,1,4,,,,3,2,4
50,2,3,3,8.39,9.19,1,2,3
51,1,3,2,5.98,6.89,2,2,3
52,2,4,,,,3,1,4
53,2,4,4,9.42,9.42,1,2,4
54,2,3,3,6.14,6.88,1,2,3
