trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,3,3.12,4.14,1,2,3
2,2,4,2,2.19,2.96,1,2,4
3,1,3,1,2.22,3.14,1,1,3
4,2,3,4,4.61,4.61,2,1,3
5,1,3,3,3.78,4.67,1,1,3
6,2,4,2,2.13,2.95,1,2,4
7,1,3,3,2.63,3.37,1,1,3
8,1,3,3,3.23,3.58,1,1,3
9,1,3,2,2.85,3.08,2,2,3
10,2,3,3,2.89,3.58,1,2,3
11,2,3,3,5.32,5.67,1,2,3
12,1,3,3,3.51,3.66,1,1,3
13,1,3,3,3.27,3.99,1,1,3
14,1,4,1,2.51,3.44,1,1,4
15,2,4,4,1.63,5.37,1,2,4
16,2,3,2,2.68,3.54,1,2,3
17,1,4,4,1.7,3.83,1,1,4
18,1,4,4,1.53,3.83,1,1,4
19,1,3,3,3.81,4.13,1,1,3
20,2,3,3,3.1,3.49,1,2,3
21,2,4,4,1.57,4,1,2,4
22,1,4,4,1.54,3.93,1,1,4
23,2,3,3,2.6,3.25,1,2,3
24,2,3,4,1.9,5.4,2,1,3
25,1,3,3,2.87,3.51,1,1,3
26,1,3,3,4.01,4.72,1,1,3
27,1,4,3,3.6,4.5,2,2,4
28,2,4,2,3.02,3.79,1,2,4
29,2,3,2,3.03,3.94,1,2,3
30,2,4,4,1.51,3.97,1,2,4
31,1,3,3,2.63,3.1,1,1,3
32,2,4,4,1.63,2.79,1,2,4
33,1,4,4,1.51,3.29,1,1,4
34,2,3,4,1.59,4.6,2,1,3
35,2,4,2,3.41,3.71,1,2,4
36,1,4,1,2.03,2.86,1,1,4
37,1,3,3,3.54,4.37,1,1,3
38,1,3,3,4.09,4.14,1,1,3
39,1,3,3,3.04,3.77,1,1,3
40,1,3,3,3.48,3.82,1,1,3
41,2,4,2,2.12,3.35,1,2,4
42,2,3,3,3.5,3.69,1,2,3
43,2,3,3,2.69,3.11,1,2,3
44,2,3,3,3.99,4.41,1,2,3
45,1,4,4,1.77,3.85,1,1,4
46,1,3,3,3,3.78,1,1,3
47,1,4,4,1.51,4.55,1,1,4
48,2,3,3,2.74,3.36,1,2,3
49,2,4,2,2.85,3.64,1,2,4
50,1,3,3,3.48,3.67,1,1,3
