trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,4,8.15,10.11,1,2,4
2,1,4,2,5.65,6.57,2,2,4
3,1,3,3,4.43,5.73,1,1,3
4,2,3,2,4.42,5.14,1,2,3
5,1,3,4,2.34,3.12,2,2,3
6,1,3,1,3.43,4.43,1,1,3
7,2,4,2,2.24,3,1,2,4
8,2,4,4,8.28,8.95,1,2,4
9,1,3,1,2.1,3.61,1,1,3
10,2,4,1,2.58,3.3,2,1,4
11,2,3,,3.32,,4,1,3
12,1,3,4,2.4,3.17,2,2,3
13,2,4,4,5.27,6.04,1,2,4
14,2,3,2,3.87,4.58,1,2,3
15,1,3,4,3.69,4.67,2,2,3
16,1,4,3,6.76,8.12,2,2,4
17,2,4,4,2.73,3.42,1,2,4
18,2,4,1,4.68,5.38,2,1,4
19,2,3,,,,3,1,3
20,1,4,4,5.88,6.57,1,1,4
21,2,4,4,3.63,4.51,1,2,4
22,2,4,,,,3,1,4
23,1,3,2,2.93,3.63,2,2,3
24,2,3,2,3.14,4.06,1,2,3
25,2,4,,,,3,1,4
26,1,3,4,4.23,4.95,2,2,3
27,1,4,1,2.44,3.21,1,1,4
28,2,3,,,,3,1,3
29,2,4,1,3.28,3.94,2,1,4
30,1,4,1,4.29,4.95,1,1,4
31,2,3,1,3.54,4.31,2,1,3
32,2,3,,,,3,1,3
33,2,3,4,2.38,3.03,2,1,3
34,2,3,1,8,8.92,2,1,3
35,1,3,1,3.09,3.69,1,1,3
36,2,4,2,8.4,9.16,1,2,4
37,1,3,4,2.94,3.6,2,2,3
38,2,4,2,3.86,4.52,1,2,4
39,1,3,1,8.33,9.13,1,1,3
40,2,4,4,3.69,4.46,1,2,4
41,2,4,4,7.83,8.63,1,2,4
42,2,3,4,2.57,3.28,2,1,3
43,1,3,2,2.83,3.49,2,2,3
44,1,4,4,2.71,3.41,1,1,4
45,1,3,1,2.37,3.02,1,1,3
46,1,3,1,4.55,5.15,1,1,3
47,1,3,2,3.18,3.79,2,2,3
48,1,4,4,2.59,3.23,1,1,4
49,2,3,2,2.85,3.44,1,2,3
50,1,3,2,2.83,3.51,2,2,3
51,1,4,4,2.76,3.36,1,1,4
52,1,3,4,2.13,2.73,2,2,3
53,1,4,1,2.47,3.33,1,1,4
54,1,3,2,2.57,3.25,2,2,3
55,1,3,1,2.67,3.35,1,1,3
56,1,3,4,3.11,3.73,2,2,3
