trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.45,3.77,2,1,4
2,2,3,4,6.1,8.15,2,1,3
3,2,4,1,2.17,3.92,2,1,4
4,1,3,4,2.37,3.76,2,2,3
5,2,4,4,3.54,6.31,1,2,4
6,1,4,2,3.05,4.49,2,2,4
7,2,3,3,3.69,5.02,1,2,3
8,2,3,4,2.09,3.4,2,1,3
9,1,3,3,2.4,3.45,1,1,3
10,2,4,4,2.59,5.06,1,2,4
11,1,3,4,2.31,5.21,2,2,3
12,2,4,4,4.07,5.16,1,2,4
13,2,3,3,2.5,3.46,1,2,3
14,2,4,2,3.44,4.73,1,2,4
15,2,3,4,2.52,3.67,2,1,3
16,2,3,4,2.8,3.86,2,1,3
17,1,4,4,2.46,3.46,1,1,4
18,1,4,3,2.74,3.7,2,2,4
19,1,3,2,2.71,4.05,2,2,3
20,2,3,3,2.63,3.5,1,2,3
21,1,3,2,2.14,3.42,2,2,3
22,2,4,1,2.82,3.85,2,1,4
23,2,3,3,2.08,4.21,1,2,3
24,2,4,4,3.05,3.94,1,2,4
25,1,4,4,2.76,4.62,1,1,4
26,2,4,2,2.65,3.66,1,2,4
27,1,4,4,4.84,5.83,1,1,4
28,1,3,3,3.1,4.71,1,1,3
29,2,4,1,2.51,4.93,2,1,4
30,1,3,4,2.43,4.18,2,2,3
31,1,4,1,2.17,3.11,1,1,4
32,1,4,4,2.33,3.32,1,1,4
33,1,4,4,2.48,3.31,1,1,4
34,2,3,2,2.79,3.97,1,2,3
35,2,3,4,3.76,5.39,2,1,3
36,2,3,1,3.58,5.31,2,1,3
37,2,3,4,2.95,3.79,2,1,3
38,1,4,3,3.46,4.21,2,2,4
39,2,4,4,3.08,4.12,1,2,4
40,1,4,1,2.58,3.44,1,1,4
41,2,3,3,2.16,3.69,1,2,3
42,2,3,2,3.32,4.91,1,2,3
43,2,4,4,2.8,3.82,1,2,4
44,1,3,3,2.18,3.47,1,1,3
45,2,3,2,2.55,4.15,1,2,3
46,1,3,4,2.3,3.29,2,2,3
47,2,3,4,3.01,4.62,2,1,3
48,2,3,3,3.28,4.56,1,2,3
49,2,3,4,2.27,3.88,2,1,3
50,2,4,1,3.21,7.13,2,1,4
51,1,4,2,2.95,4.21,2,2,4
52,2,3,3,3.63,4.59,1,2,3
53,2,3,4,3.05,4.21,2,1,3
54,2,3,2,3.4,4.42,1,2,3
55,2,3,1,1.99,3.02,2,1,3
56,1,4,4,2.44,4,1,1,4
57,2,4,3,2.93,3.78,2,1,4
58,1,3,1,3.35,5.46,1,1,3
59,1,3,,2.31,,4,2,3
60,2,4,4,3.07,4.34,1,2,4
61,1,3,3,3.72,4.5,1,1,3
62,1,4,3,3.69,5.2,2,2,4
63,2,3,2,2.38,3.86,1,2,3
64,1,4,4,2.89,4.28,1,1,4
65,1,4,3,3.51,4.41,2,2,4
66,1,3,4,3.55,5.25,2,2,3
67,2,3,3,4.11,4.81,1,2,3
68,2,4,4,2.02,3.77,1,2,4
69,2,4,4,3.43,4.28,1,2,4
70,2,4,4,2.64,4.39,1,2,4
71,1,3,2,3.4,4.6,2,2,3
72,2,4,3,2.68,3.51,2,1,4
73,2,3,4,2.6,3.97,2,1,3
74,1,4,2,2.29,3.25,2,2,4
75,2,3,1,5.22,6.28,2,1,3
76,2,3,3,4.36,5.65,1,2,3
