trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,2,2.14,3.62,1,2,3
2,1,3,3,3.64,4.99,1,1,3
3,2,3,4,3.14,4.56,2,1,3
4,2,3,3,4.5,5.35,1,2,3
5,1,4,4,2.96,3.72,1,1,4
6,2,3,2,2.06,3.17,1,2,3
7,1,4,,3.81,,4,2,4
8,1,3,1,3.46,4.61,1,1,3
9,2,3,2,2.52,3.64,1,2,3
10,1,4,4,3.56,9.77,1,1,4
11,1,3,1,2.51,3.49,1,1,3
12,1,3,1,2.63,3.52,1,1,3
13,2,4,4,3.34,4.23,1,2,4
14,1,4,4,2.34,3.2,1,1,4
15,1,3,3,2.25,3.14,1,1,3
16,1,3,1,2.64,3.63,1,1,3
17,1,4,4,3.26,4.06,1,1,4
18,1,3,2,3.35,4.27,2,2,3
19,1,3,1,2.35,3.56,1,1,3
20,2,3,2,2.15,3,1,2,3
21,1,4,4,3.22,10.56,1,1,4
22,1,4,2,2.76,3.64,2,2,4
23,1,3,1,2.9,3.71,1,1,3
24,2,3,2,3.52,4.31,1,2,3
25,1,3,1,3.05,3.86,1,1,3
26,1,3,3,4.87,5.89,1,1,3
27,2,3,2,2.58,3.24,1,2,3
28,1,4,4,2.79,3.91,1,1,4
29,1,3,3,4.08,4.89,1,1,3
30,1,3,1,2.33,3.29,1,1,3
31,1,4,1,2.03,2.81,1,1,4
32,2,3,2,5.48,6.33,1,2,3
33,1,4,1,2.9,3.63,1,1,4
34,2,3,2,4.81,5.66,1,2,3
35,2,3,2,2.4,3.41,1,2,3
36,1,3,1,3.48,4.37,1,1,3
37,1,3,1,2.88,3.44,1,1,3
38,2,4,,2.98,,4,1,4
39,1,4,4,3.56,4.39,1,1,4
40,2,3,2,3.97,4.83,1,2,3
41,2,4,4,2.28,3.11,1,2,4
42,1,4,1,4.87,5.94,1,1,4
43,2,4,4,2.16,2.86,1,2,4
44,1,4,3,6.66,7.65,2,2,4
45,2,4,2,3.59,4.39,1,2,4
46,2,4,4,5.61,6.37,1,2,4
47,1,3,3,4.07,4.96,1,1,3
48,2,4,1,2.49,3.49,2,1,4
49,2,3,3,2.67,3.49,1,2,3
50,2,3,3,3.11,4.11,1,2,3
51,1,4,,3.18,,4,2,4
52,2,3,3,2.5,3.24,1,2,3
53,2,4,2,3.3,4.2,1,2,4
