trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,,3.57,,4,2,4
2,2,4,4,2.54,3.68,1,2,4
3,2,3,3,2.41,3.74,1,2,3
4,1,4,4,2.12,3.03,1,1,4
5,1,3,3,3.01,4.36,1,1,3
6,2,4,4,2.53,3.47,1,2,4
7,2,4,4,2.98,4.44,1,2,4
8,1,3,3,2.18,2.96,1,1,3
9,2,3,2,2.19,4.12,1,2,3
10,2,3,2,2.95,10.47,1,2,3
11,1,4,3,2.77,3.62,2,2,4
12,1,3,1,2.91,4.39,1,1,3
13,2,4,4,3.12,3.84,1,2,4
14,1,4,4,3.13,8.45,1,1,4
15,2,4,4,2.36,7.89,1,2,4
16,2,4,4,2.33,7.67,1,2,4
17,1,3,3,2.26,3.23,1,1,3
18,2,4,4,2.1,7.04,1,2,4
19,1,4,4,4.57,10.13,1,1,4
20,1,4,4,2.65,3.32,1,1,4
21,2,3,3,2.49,6.7,1,2,3
22,1,3,3,3.1,8.14,1,1,3
23,2,3,3,3.57,7.84,1,2,3
24,2,3,3,2.56,3.79,1,2,3
25,2,3,1,2.13,3,2,1,3
26,1,3,3,2.34,7.36,1,1,3
27,2,3,4,4.05,4.72,2,1,3
28,1,4,2,3.51,5.75,2,2,4
29,2,4,4,2.61,6.85,1,2,4
30,1,3,3,3.21,6.78,1,1,3
31,2,4,,2.36,,4,1,4
32,1,4,,2.63,,4,2,4
33,1,3,1,3.33,4.16,1,1,3
34,2,4,4,2.33,7.1,1,2,4
35,2,4,2,3,4.1,1,2,4
36,1,3,2,2.88,3.98,2,2,3
37,2,4,4,2.74,8.42,1,2,4
38,1,4,4,3.39,8.05,1,1,4
39,2,3,3,4.63,5.45,1,2,3
40,2,4,4,2.28,2.96,1,2,4
41,1,3,1,2.89,4.01,1,1,3
42,1,3,3,3.24,8.31,1,1,3
43,2,3,2,2.32,6.97,1,2,3
44,2,3,3,2.9,7.09,1,2,3
45,1,4,4,2.87,7.69,1,1,4
46,1,4,4,2.77,7.1,1,1,4
47,1,3,1,2.96,4.07,1,1,3
48,2,4,3,2.57,5.7,2,1,4
49,2,3,4,3.07,4.23,2,1,3
50,2,3,3,3.78,7.15,1,2,3
51,2,4,4,2.93,6.98,1,2,4
52,1,4,4,2.04,6.35,1,1,4
53,1,4,4,2.77,4.31,1,1,4
54,1,3,1,2.9,3.81,1,1,3
55,1,4,4,3.1,8.25,1,1,4
56,2,3,2,5.65,6.8,1,2,3
57,2,4,,3.41,,4,1,4
58,2,3,2,2.63,3.48,1,2,3
59,2,4,4,2.31,7.23,1,2,4
60,1,3,1,4.3,5.1,1,1,3
61,2,4,2,3.39,8.42,1,2,4
62,1,3,3,3.19,4.02,1,1,3
63,2,3,3,3,6.37,1,2,3
64,1,3,1,3.29,4.13,1,1,3
65,2,3,2,3.18,4.1,1,2,3
66,1,3,1,3.24,4.03,1,1,3
67,2,3,2,2.91,3.63,1,2,3
68,2,3,3,3.35,7.87,1,2,3
69,2,3,2,3.12,3.94,1,2,3
70,2,3,2,3.14,3.85,1,2,3
71,2,3,2,2.82,3.54,1,2,3
72,1,4,4,2.4,7.09,1,1,4
73,1,4,4,3.19,7.34,1,1,4
74,2,4,4,3.96,7.66,1,2,4
75,1,3,3,2.53,3.27,1,1,3
76,1,3,3,2.69,3.42,1,1,3
77,1,3,2,3.22,4.08,2,2,3
78,2,3,3,2.37,3,1,2,3
79,1,4,2,7.07,7.8,2,2,4
