trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,3,2.92,4.53,1,2,3
2,1,3,4,3.57,5.08,2,2,3
3,1,3,1,2.24,3.8,1,1,3
4,1,3,3,2.22,3.28,1,1,3
5,1,3,4,3.16,4.54,2,2,3
6,2,3,2,2.82,4.14,1,2,3
7,2,4,1,3.37,4.68,2,1,4
8,2,3,2,4.76,5.85,1,2,3
9,1,4,1,2.9,4.07,1,1,4
10,2,3,3,2.24,6.81,1,2,3
11,1,3,1,3.8,4.61,1,1,3
12,1,4,2,2.43,3.96,2,2,4
13,1,4,4,2.38,8.2,1,1,4
14,2,3,2,3.43,4.44,1,2,3
15,2,4,4,3.51,8.8,1,2,4
16,2,3,2,3.12,4.35,1,2,3
17,1,3,1,3.15,4.43,1,1,3
18,1,3,1,3.31,4.33,1,1,3
19,2,4,4,2.79,3.76,1,2,4
20,2,4,3,2.56,4.54,2,1,4
21,2,3,3,3.29,9.75,1,2,3
22,1,3,3,3.03,9.25,1,1,3
23,2,4,,2.18,,4,1,4
24,1,4,1,2.61,3.71,1,1,4
25,1,3,3,2.24,3.77,1,1,3
26,1,3,1,2.79,3.81,1,1,3
27,2,3,3,2.54,7.15,1,2,3
28,1,4,2,2.2,4.29,2,2,4
29,2,4,4,2.16,7.15,1,2,4
30,2,3,2,8.38,9.43,1,2,3
31,1,3,1,3.4,4.33,1,1,3
32,1,3,1,2.38,6.36,1,1,3
33,1,4,2,3.01,4.16,2,2,4
34,2,3,2,4.33,5.32,1,2,3
35,2,4,4,3.21,7.87,1,2,4
36,1,3,3,2.84,9.63,1,1,3
37,2,4,2,2.85,3.8,1,2,4
38,2,3,1,3.29,4.38,2,1,3
39,2,4,2,2.53,4.19,1,2,4
40,1,4,3,3.27,5.72,2,2,4
41,1,3,2,2.19,3.68,2,2,3
42,2,3,2,3.81,4.85,1,2,3
43,2,3,3,2.85,8.09,1,2,3
44,2,4,4,2.39,7.89,1,2,4
45,1,4,3,3.4,7.95,2,2,4
46,2,3,3,2.91,3.79,1,2,3
47,1,3,3,3.06,4.76,1,1,3
48,1,3,3,4.14,4.86,1,1,3
49,2,4,4,3.36,8.09,1,2,4
50,2,4,4,2.87,8.11,1,2,4
51,2,4,4,2.66,7.24,1,2,4
52,2,3,2,2.03,3.32,1,2,3
53,2,3,3,2.22,5.9,1,2,3
54,1,3,3,2.45,7.54,1,1,3
55,1,3,3,2.67,7.02,1,1,3
56,1,4,4,2.65,10.93,1,1,4
57,2,4,4,2.38,3.1,1,2,4
58,1,4,4,3.13,9.77,1,1,4
59,1,3,2,2.09,3.11,2,2,3
60,1,4,4,2.16,5.91,1,1,4
61,1,3,1,3.03,4.09,1,1,3
