trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,1,2.11,3.24,1,1,3
2,2,3,2,2.71,3.75,1,2,3
3,2,4,2,3.64,4.26,1,2,4
4,1,3,2,2.15,2.83,2,2,3
5,2,3,1,2.66,3.4,2,1,3
6,2,4,3,4.21,5.25,2,1,4
7,1,3,1,2.13,2.83,1,1,3
8,1,4,2,2.5,3.49,2,2,4
9,2,4,4,2.82,3.56,1,2,4
10,1,4,1,3.36,4.11,1,1,4
11,2,4,2,3.73,4.54,1,2,4
12,1,3,2,2.96,3.73,2,2,3
13,2,3,2,2.26,3.11,1,2,3
14,1,4,1,2.03,2.79,1,1,4
15,2,4,2,3.75,4.48,1,2,4
16,1,3,2,2.28,3.02,2,2,3
17,2,3,2,8.26,9.27,1,2,3
18,1,3,3,6.41,7.3,1,1,3
19,2,3,1,3.64,4.32,2,1,3
20,1,4,1,5.18,6.12,1,1,4
21,2,3,2,2.25,3.13,1,2,3
22,2,3,2,4.82,5.63,1,2,3
23,2,4,2,3.4,4.3,1,2,4
24,1,3,1,3.79,4.66,1,1,3
25,1,4,1,2.36,3.1,1,1,4
26,1,4,2,2.41,3.39,2,2,4
27,1,3,1,3.17,4,1,1,3
28,1,3,1,7.59,8.48,1,1,3
29,2,3,1,2.12,3.06,2,1,3
30,2,3,2,8.01,8.76,1,2,3
31,1,4,1,2.28,3.19,1,1,4
32,2,4,1,3.1,3.96,2,1,4
33,1,4,1,2.11,3.2,1,1,4
34,1,4,4,5.14,5.92,1,1,4
35,2,3,2,2.48,3.27,1,2,3
36,1,4,1,3.35,4.18,1,1,4
37,1,4,4,12.38,16.55,1,1,4
38,1,3,2,5.31,6.19,2,2,3
39,2,3,3,3.16,4.02,1,2,3
40,2,4,2,3.42,4.17,1,2,4
41,2,4,2,7.5,8.29,1,2,4
42,1,4,4,6.85,7.69,1,1,4
43,2,4,2,2.35,3.09,1,2,4
44,2,3,2,8.52,9.41,1,2,3
45,1,4,1,8.68,9.99,1,1,4
46,2,4,2,5.88,6.9,1,2,4
47,1,3,1,2.76,3.63,1,1,3
48,1,3,1,3.82,4.65,1,1,3
49,1,4,1,2.65,3.39,1,1,4
50,1,4,3,3.75,4.79,2,2,4
