trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,4,3.13,4.18,1,1,4
2,2,3,3,4.04,5.27,1,2,3
3,2,3,4,3.56,4.34,2,1,3
4,1,3,1,2.26,3.49,1,1,3
5,2,4,2,3.5,5.55,1,2,4
6,2,3,3,6.26,7.2,1,2,3
7,2,3,1,5.24,6.13,2,1,3
8,2,3,1,5.59,6.42,2,1,3
9,1,3,2,2.89,3.6,2,2,3
10,1,3,1,5.41,6.23,1,1,3
11,2,4,3,4.73,5.62,2,1,4
12,2,3,1,2.45,3.24,2,1,3
13,2,3,4,2.66,3.41,2,1,3
14,2,4,2,3.68,4.55,1,2,4
15,1,3,1,3.4,4.33,1,1,3
16,1,4,1,2.47,3.2,1,1,4
17,1,4,,,,3,2,4
18,2,3,,,,3,1,3
19,1,3,1,5.37,6.99,,2,3
20,1,3,1,1.51,3.34,,2,3
21,1,3,2,5.16,6.08,2,2,3
22,2,4,2,3.37,4.2,1,2,4
23,1,4,1,5.34,6.19,1,1,4
24,1,4,1,2.19,3.04,1,1,4
25,2,4,2,2.54,3.35,1,2,4
26,1,3,3,2.95,3.91,1,1,3
27,2,4,1,3.41,4.11,2,1,4
28,2,3,2,3.75,4.54,1,2,3
29,2,3,1,3.56,5.2,2,1,3
30,1,4,2,3.05,4.17,2,2,4
31,1,4,2,2.66,3.52,2,2,4
32,1,3,4,4.31,5.88,2,2,3
33,2,4,1,2.77,3.65,2,1,4
34,2,3,2,3.84,4.63,1,2,3
35,2,3,1,3.54,4.5,2,1,3
36,1,3,3,2.58,3.38,1,1,3
37,1,3,1,2.74,3.6,1,1,3
38,1,4,1,3.63,4.42,1,1,4
39,1,3,2,2.78,3.78,2,2,3
40,2,4,2,3.73,4.57,1,2,4
41,2,3,1,4,4.97,2,1,3
42,1,4,2,4.13,4.94,2,2,4
43,2,4,3,3.05,4.25,2,1,4
44,2,4,1,3.52,4.65,2,1,4
45,2,4,4,2.79,3.65,1,2,4
46,1,3,2,3.38,4.33,2,2,3
47,1,3,2,4.33,5.7,2,2,3
48,1,3,1,3.37,4.28,1,1,3
49,1,3,2,4.53,5.63,2,2,3
50,2,4,2,2.16,3.09,1,2,4
51,2,4,2,8.18,9.07,1,2,4
52,2,3,1,3.6,4.52,2,1,3
53,1,4,1,5.06,5.97,1,1,4
54,1,3,2,4.65,5.54,2,2,3
55,1,3,1,3.05,3.85,1,1,3
56,2,3,3,3.72,4.58,1,2,3
57,2,3,1,2.58,3.39,2,1,3
