trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,3.07,4.18,1,1,3
2,2,3,4,3.18,4.08,2,1,3
3,1,3,1,2.82,3.82,1,1,3
4,1,3,2,4.52,5.88,2,2,3
5,2,4,1,3.55,4.25,2,1,4
6,2,4,2,2.15,2.83,1,2,4
7,2,3,2,2.47,3.3,1,2,3
8,2,4,1,2.7,3.35,2,1,4
9,2,4,2,4.18,4.84,1,2,4
10,1,4,2,4.6,8.99,,2,4
11,2,3,3,2.82,3.78,1,2,3
12,1,3,2,2.87,3.47,2,2,3
13,2,3,1,3.49,4.14,2,1,3
14,2,4,2,2.8,3.44,1,2,4
15,2,4,2,2.68,3.28,1,2,4
16,2,3,2,3.33,3.97,1,2,3
17,1,3,1,2.89,3.58,1,1,3
18,1,4,1,3.63,4.22,1,1,4
19,2,3,2,4.07,4.69,1,2,3
20,1,3,1,5.15,5.78,1,1,3
21,1,3,2,3.91,4.52,2,2,3
22,1,3,1,3.58,4.2,1,1,3
23,1,4,2,3.68,4.23,2,2,4
24,1,3,1,3.64,4.3,1,1,3
25,1,3,2,2.19,2.8,2,2,3
26,2,4,2,3.16,4.09,1,2,4
27,2,3,2,3.09,3.68,1,2,3
28,2,3,1,4.58,5.18,2,1,3
29,1,4,1,6.44,7.02,1,1,4
30,2,4,2,2.53,3.14,1,2,4
31,1,4,1,2.9,3.46,1,1,4
32,1,4,1,9.82,10.51,1,1,4
33,2,4,1,9.44,10.02,2,1,4
34,2,4,1,4.88,5.46,2,1,4
35,2,3,2,3.49,4.12,1,2,3
36,1,3,2,2.77,3.38,2,2,3
37,2,4,2,5.53,6.16,1,2,4
38,1,4,2,3.17,3.74,2,2,4
39,1,4,1,3.7,4.32,1,1,4
40,2,4,2,3.95,4.53,1,2,4
41,2,3,2,3.3,3.89,1,2,3
42,2,4,2,5.87,6.46,1,2,4
43,2,4,2,8.77,9.41,1,2,4
44,1,4,1,2.92,3.55,1,1,4
45,1,4,2,3.49,4.15,2,2,4
46,2,4,2,8.42,8.99,1,2,4
47,2,3,1,2.1,2.73,2,1,3
48,1,4,2,5.45,6.03,2,2,4
49,2,3,4,6.05,6.84,2,1,3
50,1,3,2,3.93,4.55,2,2,3
