trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,2.62,5.81,1,1,3
2,2,4,1,2.85,4.06,2,1,4
3,1,3,3,10.31,12.23,1,1,3
4,2,3,3,3.37,4.11,1,2,3
5,2,4,4,2.65,3.71,1,2,4
6,1,3,,,,3,2,3
7,1,3,1,3.75,4.52,1,1,3
8,2,4,2,5.91,6.94,1,2,4
9,1,4,1,3.16,3.93,1,1,4
10,2,3,4,3.55,4.16,2,1,3
11,1,4,1,5.25,5.96,1,1,4
12,1,4,2,3.28,3.95,2,2,4
13,2,3,4,2.57,3.28,2,1,3
14,1,4,3,3.86,4.74,2,2,4
15,2,4,2,7.19,7.89,1,2,4
16,1,4,1,2.59,3.25,1,1,4
17,1,4,1,3.35,3.97,1,1,4
18,2,4,3,3.13,3.93,2,1,4
19,2,3,1,5.12,5.68,2,1,3
20,2,4,1,3.04,3.88,2,1,4
21,1,4,1,4.62,5.62,1,1,4
22,2,4,1,5.72,6.58,2,1,4
23,2,4,,,,3,1,4
24,2,3,2,5.33,6.17,1,2,3
25,1,4,1,3.86,4.92,1,1,4
26,1,3,1,4.67,5.58,1,1,3
27,1,4,2,3.53,4.2,2,2,4
28,2,3,1,4.14,4.97,2,1,3
29,1,3,1,7.73,8.72,1,1,3
30,1,4,4,5.99,6.78,1,1,4
31,2,4,1,2.4,3.15,2,1,4
32,2,3,2,3.28,3.99,1,2,3
33,2,3,1,3,3.76,2,1,3
34,1,4,1,3.37,4.07,1,1,4
35,1,4,,,,3,2,4
36,1,4,,,,3,2,4
37,2,4,4,7.39,8.5,1,2,4
38,2,3,,3.37,,4,1,3
39,2,4,2,5.07,5.96,1,2,4
40,1,3,1,5.81,6.65,1,1,3
41,2,3,3,4.21,5.61,1,2,3
42,2,4,2,2.63,3.32,1,2,4
43,2,3,2,3.68,4.32,1,2,3
44,1,4,2,3.04,4.36,2,2,4
45,2,3,1,6.97,7.81,2,1,3
46,1,3,1,4.36,5.23,1,1,3
47,1,4,2,2.46,3.25,2,2,4
48,2,4,4,3.66,4.57,1,2,4
49,2,3,3,4.92,5.72,1,2,3
50,1,3,1,2.37,3.1,1,1,3
51,1,3,2,4.44,5.21,2,2,3
52,1,3,1,5.15,5.94,1,1,3
53,2,4,4,4.69,5.49,1,2,4
54,2,4,1,2.35,3.17,2,1,4
55,2,3,2,3.59,4.53,1,2,3
