trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,2.4,3.32,2,2,4
2,1,4,1,2.14,2.91,1,1,4
3,2,3,2,2.97,3.68,1,2,3
4,1,3,1,2.29,2.87,1,1,3
5,2,3,3,5.75,6.44,1,2,3
6,2,4,2,2.21,2.9,1,2,4
7,2,4,2,3.55,4.2,1,2,4
8,2,4,1,3.8,4.82,2,1,4
9,2,4,1,3.64,4.22,2,1,4
10,1,3,1,3.87,4.46,1,1,3
11,1,3,3,3.71,4.47,1,1,3
12,2,4,2,2.98,3.59,1,2,4
13,1,3,1,3.41,4.07,1,1,3
14,1,4,2,2.71,3.34,2,2,4
15,2,4,2,3.41,4.06,1,2,4
16,2,4,2,3.03,3.64,1,2,4
17,1,3,1,3.15,3.82,1,1,3
18,1,4,2,2.81,3.47,2,2,4
19,1,4,1,2.05,2.67,1,1,4
20,2,3,2,3.51,4.12,1,2,3
21,1,4,1,3.3,3.96,1,1,4
22,2,4,2,3.59,4.22,1,2,4
23,1,3,2,4.68,11.99,,2,3
24,2,4,2,7.33,8.2,1,2,4
25,1,3,4,4.57,5.22,2,2,3
26,2,3,2,3.68,4.35,1,2,3
