trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.23,3.63,2,1,4
2,1,4,3,3.08,3.82,2,2,4
3,1,4,4,3.75,4.69,1,1,4
4,1,3,4,2.29,3.11,2,2,3
5,1,4,4,2.62,3.89,1,1,4
6,1,4,,4.11,,4,2,4
7,1,3,3,3.9,5.23,1,1,3
8,1,3,4,3.23,4.44,2,2,3
9,2,4,3,2.71,3.46,2,1,4
10,2,3,3,2.69,3.95,1,2,3
11,1,4,3,3.3,4.3,2,2,4
12,1,3,2,3.29,5.34,2,2,3
13,1,4,3,4.84,6.09,2,2,4
14,2,4,2,6.43,7.42,1,2,4
15,2,3,3,3.07,3.88,1,2,3
16,1,4,4,3.27,4.08,1,1,4
17,2,3,3,2.78,3.61,1,2,3
18,2,4,2,2.18,3.14,1,2,4
19,1,3,4,3.86,4.65,2,2,3
20,1,4,3,4.74,5.48,2,2,4
21,2,3,1,5.21,6.16,2,1,3
22,2,4,3,2.72,3.55,2,1,4
23,2,3,4,3.86,4.66,2,1,3
24,1,3,3,2.93,3.63,1,1,3
25,2,4,2,2.76,3.87,1,2,4
26,1,4,4,9.94,11.19,1,1,4
27,2,4,3,4.75,5.5,2,1,4
28,1,4,,,,3,2,4
29,1,4,2,5.65,7.05,2,2,4
30,2,3,3,7.22,8.06,1,2,3
31,2,3,,,,3,1,3
32,2,3,,,,3,1,3
33,2,3,3,6.72,7.75,1,2,3
34,2,3,1,2.3,3.49,2,1,3
35,1,3,2,10.33,12.1,2,2,3
36,2,4,,,,3,1,4
37,2,3,,,,3,1,3
38,2,3,3,6.87,7.97,1,2,3
39,2,3,4,6.7,7.73,2,1,3
40,1,4,,,,3,2,4
41,1,4,4,4.51,5.59,1,1,4
42,1,3,3,4.89,6.58,1,1,3
43,2,3,4,2.26,2.93,2,1,3
44,2,4,3,2.61,3.71,2,1,4
45,2,3,2,5.95,7.39,1,2,3
46,1,3,4,4.32,5.02,2,2,3
47,2,4,1,3.43,4.19,2,1,4
48,2,4,2,5.04,6.36,1,2,4
49,1,4,,,,3,2,4
50,2,4,3,6.28,7.2,2,1,4
51,2,3,,,,3,1,3
52,2,4,4,3.97,5.22,1,2,4
53,1,4,4,2.03,2.7,1,1,4
54,2,3,3,4.51,5.54,1,2,3
55,1,3,4,2.09,3.17,2,2,3
56,2,4,3,5.24,6.36,2,1,4
57,2,3,4,4.43,5.48,2,1,3
58,2,3,,,,3,1,3
59,2,3,3,3.24,4.9,1,2,3
60,1,4,1,3.04,4.49,1,1,4
61,2,3,4,5.64,7,2,1,3
62,1,3,2,3.66,4.41,2,2,3
63,2,3,4,2.79,3.97,2,1,3
64,2,3,3,2.84,4.05,1,2,3
65,2,4,2,4.63,5.44,1,2,4
66,2,4,4,2.86,3.92,1,2,4
67,2,3,3,2.55,3.55,1,2,3
68,1,4,4,3.46,4.24,1,1,4
69,1,3,3,2.53,3.56,1,1,3
70,1,4,4,3.09,4.13,1,1,4
71,2,4,4,4.18,5.16,1,2,4
72,2,3,3,2.61,3.69,1,2,3
73,1,4,4,5.44,6.12,1,1,4
74,2,4,4,4.79,5.82,1,2,4
75,2,3,3,4.37,5.37,1,2,3
76,2,3,4,5.16,7.29,2,1,3
77,2,3,1,5.92,7.36,2,1,3
78,1,3,4,2.46,3.19,2,2,3
79,1,3,3,4.35,5.38,1,1,3
80,1,4,4,3.78,4.82,1,1,4
