trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,3,3.22,4.05,1,2,3
2,1,4,4,3.19,4.13,1,1,4
3,2,3,3,2.97,3.59,1,2,3
4,2,4,4,4.41,5.01,1,2,4
5,1,4,2,3.42,4.46,2,2,4
6,2,3,3,3.26,3.81,1,2,3
7,1,4,1,3.28,4.07,1,1,4
8,2,3,3,3.78,4.33,1,2,3
9,1,3,2,3.34,3.87,2,2,3
10,1,3,4,3.02,3.67,2,2,3
11,1,4,3,3.53,4.19,2,2,4
12,2,4,1,3.3,4.21,2,1,4
13,2,4,4,8.49,11.43,1,2,4
14,2,4,3,3.35,4.24,2,1,4
15,1,3,3,2.97,6.21,1,1,3
16,1,4,,3.25,,4,2,4
17,1,3,2,3.14,3.7,2,2,3
18,2,3,4,2.26,4.36,2,1,3
19,2,4,4,5.69,6.47,1,2,4
20,2,4,,10,,4,1,4
21,1,4,4,10.1,14.49,1,1,4
22,2,3,3,2.47,3.05,1,2,3
23,1,4,,6.55,,4,2,4
24,1,3,3,3.18,3.89,1,1,3
25,1,3,3,2.06,2.83,1,1,3
26,2,3,,3.82,,4,1,3
27,2,3,3,3.93,4.7,1,2,3
28,2,3,3,2.46,8.69,1,2,3
29,2,3,3,2.91,3.6,1,2,3
30,2,3,3,3.68,11.06,1,2,3
31,1,4,,2.06,,4,2,4
32,2,4,4,4.95,5.54,1,2,4
33,1,4,2,2.95,3.63,2,2,4
34,2,4,4,3.69,9.9,1,2,4
35,1,4,4,10.02,12.95,1,1,4
36,1,4,4,5.84,7.62,1,1,4
37,2,3,3,2.17,2.98,1,2,3
38,2,3,1,3.08,3.96,2,1,3
39,2,3,3,3.47,4.17,1,2,3
40,2,3,3,3.55,4.22,1,2,3
41,2,4,4,10.5,14.33,1,2,4
42,1,4,4,2.96,5.35,1,1,4
43,2,3,2,5.45,6.13,1,2,3
44,2,4,,5.11,,4,1,4
45,1,3,3,3.87,6.45,1,1,3
46,2,3,2,3.66,4.23,1,2,3
47,1,3,3,3.24,4.12,1,1,3
48,1,4,1,5.55,6.16,1,1,4
49,2,3,2,8.42,9.06,1,2,3
50,2,3,3,3.25,6.1,1,2,3
51,1,4,1,2.93,3.89,1,1,4
52,1,3,2,4.67,7.12,2,2,3
53,1,3,3,3.95,4.75,1,1,3
54,2,3,3,9.82,12.47,1,2,3
55,2,4,,2.51,,4,1,4
56,1,3,1,3.96,7.55,1,1,3
57,2,4,4,3.55,5.83,1,2,4
58,2,4,3,3.24,3.8,2,1,4
59,2,4,2,4.31,5.01,1,2,4
60,2,4,4,3.3,5.65,1,2,4
61,2,3,2,2.68,6.48,1,2,3
62,1,4,1,3.41,4.05,1,1,4
63,1,3,3,2.99,3.65,1,1,3
64,2,4,1,3.16,3.92,2,1,4
65,1,3,3,3.23,3.72,1,1,3
66,2,4,4,4.37,8.5,1,2,4
67,1,3,2,2.8,3.64,2,2,3
