trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,4.15,5.3,2,2,4
2,2,4,3,6.58,7.48,2,1,4
3,2,3,3,6.48,7.56,1,2,3
4,1,4,3,3.79,4.84,2,2,4
5,2,4,1,2.52,4.07,2,1,4
6,1,4,2,7.71,9.05,2,2,4
7,1,3,3,3.71,4.86,1,1,3
8,1,4,3,2.62,3.88,2,2,4
9,1,3,2,2.27,3.79,2,2,3
10,1,4,3,5.71,6.69,2,2,4
11,1,4,2,4.47,5.75,2,2,4
12,2,4,3,2.76,3.87,2,1,4
13,1,3,3,2.8,3.84,1,1,3
14,2,4,3,5.12,6.1,2,1,4
15,2,4,1,2.11,3.22,2,1,4
16,2,4,3,2.66,3.59,2,1,4
17,1,4,2,4.27,5.57,2,2,4
18,2,4,3,3.63,4.65,2,1,4
19,2,4,3,4.47,5.49,2,1,4
20,2,3,3,8.61,9.66,1,2,3
21,1,4,2,4.06,5.32,2,2,4
22,2,3,4,4.4,5.99,2,1,3
23,2,4,3,6.29,7.26,2,1,4
24,1,3,3,3.25,4.22,1,1,3
25,2,4,3,6.35,7.37,2,1,4
26,2,3,3,2.67,3.67,1,2,3
27,1,3,4,3.28,4.29,2,2,3
28,1,3,3,2.52,3.5,1,1,3
29,2,4,4,4.28,5.06,1,2,4
30,2,4,4,3.7,4.69,1,2,4
31,1,3,1,2.75,3.76,1,1,3
32,2,3,4,2.33,3.22,2,1,3
33,1,3,3,3.51,4.61,1,1,3
34,2,4,3,3.87,4.69,2,1,4
35,1,4,4,8.26,9.32,1,1,4
36,1,4,1,5,6.04,1,1,4
37,1,4,2,2.97,4.42,2,2,4
38,1,3,3,4.99,5.99,1,1,3
39,1,3,4,3.44,4.4,2,2,3
40,1,3,3,4.36,5.36,1,1,3
41,2,4,4,2.88,3.75,1,2,4
42,2,3,1,5.67,6.74,2,1,3
43,1,4,4,3.09,3.91,1,1,4
44,2,4,4,3.79,4.47,1,2,4
45,1,4,4,3.33,4.17,1,1,4
46,2,3,3,3.28,4.1,1,2,3
47,2,3,4,2.53,3.38,2,1,3
48,1,4,4,3.85,4.65,1,1,4
49,1,3,3,2.51,3.29,1,1,3
50,1,4,2,3.78,4.92,2,2,4
