trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,4,4.87,5.81,2,2,3
2,1,4,,,,3,2,4
3,1,3,2,6.53,7.39,2,2,3
4,1,4,3,3.53,4.88,2,2,4
5,1,3,2,4.4,5.63,2,2,3
6,2,3,2,2.45,3.3,,1,3
7,2,4,3,4.22,4.93,2,1,4
8,1,3,3,4.7,5.82,1,1,3
9,1,3,4,4.27,8.94,2,2,3
10,1,4,3,3.91,4.68,2,2,4
11,1,3,3,2.35,3.11,1,1,3
12,1,4,3,4.32,5.08,2,2,4
13,1,4,3,3.96,4.7,2,2,4
14,2,3,3,4.55,5.75,1,2,3
15,1,3,3,4.57,5.57,1,1,3
16,1,3,2,2.12,2.84,,2,3
17,1,4,2,3.01,11.58,,2,4
18,2,3,3,2.89,3.56,1,2,3
19,1,3,3,4.1,4.78,1,1,3
20,1,4,2,6.5,7.29,,2,4
21,1,3,2,4.88,5.67,,2,3
22,2,3,4,2.69,3.5,2,1,3
23,1,3,3,6.26,6.95,1,1,3
24,1,3,3,2.21,2.9,1,1,3
25,1,3,3,2.83,3.54,1,1,3
26,1,3,2,5.1,5.85,2,2,3
27,2,3,3,4.79,5.48,1,2,3
28,1,3,3,2.43,3.13,1,1,3
29,1,3,3,3.7,4.41,1,1,3
30,1,4,3,3.91,4.49,2,2,4
31,1,4,3,3.88,4.53,2,2,4
32,1,4,3,3.32,4.01,2,2,4
33,2,4,3,3.93,4.73,2,1,4
34,2,3,3,2.92,3.63,1,2,3
35,1,4,3,2.99,3.73,2,2,4
36,2,4,3,3.82,4.54,2,1,4
37,1,3,3,2.86,3.45,1,1,3
38,2,4,3,2.23,2.93,2,1,4
39,1,4,3,4.87,5.56,2,2,4
40,2,3,3,5.94,6.92,1,2,3
41,1,3,3,3.17,3.89,1,1,3
