trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,2,3.87,5.17,2,2,4
2,2,4,1,3.92,4.76,2,1,4
3,2,3,3,4.44,5.1,1,2,3
4,2,4,4,2.27,3.01,1,2,4
5,1,3,1,5.99,6.96,1,1,3
6,2,4,4,6.03,6.64,1,2,4
7,2,4,2,6.69,7.6,1,2,4
8,1,4,4,4.42,5.04,1,1,4
9,2,3,2,2.07,2.84,1,2,3
10,2,3,3,7.22,8.28,1,2,3
11,1,4,1,2.54,3.73,1,1,4
12,1,3,3,8.29,10.01,1,1,3
13,1,4,1,2.13,3.02,1,1,4
14,2,3,2,2.97,3.67,1,2,3
15,2,3,3,2.99,5.31,1,2,3
16,1,4,4,5.49,6.15,1,1,4
17,1,4,2,4.04,5.28,2,2,4
18,2,3,1,2.27,2.91,2,1,3
19,1,4,1,9.38,11.37,1,1,4
20,2,4,,2.15,,4,1,4
21,2,3,,3.17,,4,1,3
22,2,3,3,3.04,6.34,1,2,3
23,1,3,,4.52,,4,2,3
24,1,4,,2.86,,4,2,4
25,2,3,,8.83,,4,1,3
26,1,4,,7.05,,4,2,4
27,2,3,2,4.56,5.28,1,2,3
28,2,4,1,4.82,5.68,2,1,4
29,2,3,2,2.87,6.02,1,2,3
30,2,4,,4.14,,4,1,4
31,1,3,1,4.15,4.96,1,1,3
32,1,4,,2.37,,4,2,4
33,1,4,4,2.45,5.99,1,1,4
34,2,4,3,4.13,4.99,2,1,4
35,1,3,1,7.36,8.17,1,1,3
36,1,3,2,3.16,8.48,2,2,3
37,1,4,,4.42,,4,2,4
38,1,3,1,2.48,3.33,1,1,3
39,2,4,,2.59,,4,1,4
40,1,4,4,2.86,3.9,1,1,4
41,2,3,2,2.88,3.99,1,2,3
42,1,3,1,3.57,4.75,1,1,3
43,1,3,1,2.99,3.87,1,1,3
44,2,3,2,4.43,5.46,1,2,3
45,2,4,1,4,4.7,2,1,4
46,1,4,,4.71,,4,2,4
47,1,4,,2.15,,4,2,4
48,1,4,,4.14,,4,2,4
49,1,4,1,2.94,3.85,1,1,4
50,1,4,1,9.49,10.29,1,1,4
51,2,4,2,4.15,5.29,1,2,4
52,1,3,,5.07,,4,2,3
53,1,4,4,3.41,4.27,1,1,4
54,1,4,,2.32,,4,2,4
55,2,4,2,2.92,4.2,1,2,4
56,2,3,,2.13,,4,1,3
57,1,4,,2.75,,4,2,4
58,2,4,2,3.81,9.26,1,2,4
59,2,4,4,3.89,4.82,1,2,4
60,1,3,2,2.23,7.86,2,2,3
61,2,3,3,3.7,5.98,1,2,3
62,1,4,1,8.27,9.19,1,1,4
63,2,3,2,3.27,9.72,1,2,3
64,1,3,1,3.68,9.03,1,1,3
65,1,3,,3.05,,4,2,3
66,2,3,2,9.3,12.09,1,2,3
67,2,4,,2.92,,4,1,4
68,2,4,2,3.31,10.59,1,2,4
69,2,4,,,,3,1,4
70,2,4,2,8.2,11.3,1,2,4
