stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type,initial_motivation
1,2,45,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,46,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,47,0,0,1,1,0,0,1,1,0,,0,water
1,2,48,0,0,1,1,1,1,0,0,4,0.0,2,water
1,2,49,0,0,1,1,1,1,0,0,2,1.0,1,water
1,2,50,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,51,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,52,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,53,0,0,1,1,1,1,0,0,1,0.0,1,water
1,2,54,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,55,1,1,0,0,0,0,1,1,3,0.0,2,water
1,2,56,1,0,0,1,0,1,1,0,3,0.0,2,water
1,2,57,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,58,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,59,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,60,0,0,1,1,1,1,0,0,2,1.0,1,water
1,2,61,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,62,0,1,1,0,0,1,1,0,1,0.0,1,water
1,2,63,1,0,0,1,1,0,0,1,0,,0,water
1,2,64,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,65,1,1,0,0,0,0,1,1,1,1.0,1,water
1,2,66,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,67,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,68,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,69,0,1,1,0,1,0,0,1,2,1.0,1,water
1,2,70,1,1,0,0,0,0,1,1,3,0.0,2,water
1,2,71,0,1,1,0,0,1,1,0,1,0.0,1,water
1,2,72,0,0,1,1,0,0,1,1,3,0.0,2,water
1,2,73,0,0,1,1,1,1,0,0,2,1.0,1,water
1,2,74,1,0,0,1,1,0,0,1,1,1.0,1,water
1,2,75,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,76,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,77,1,1,0,0,0,0,1,1,3,0.0,2,water
1,2,78,0,1,1,0,0,1,1,0,3,0.0,2,water
1,2,79,1,0,0,1,0,1,1,0,2,0.0,1,water
1,2,80,1,0,0,1,0,1,1,0,2,0.0,1,water
1,2,81,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,82,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,83,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,84,1,0,0,1,1,0,0,1,2,0.0,1,water
1,2,85,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,86,1,1,0,0,1,1,0,0,4,0.0,2,water
1,2,87,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,88,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,89,1,1,0,0,1,1,0,0,2,0.0,1,water
1,2,90,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,91,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,92,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,93,0,0,1,1,0,0,1,1,3,0.0,2,water
1,3,1,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,2,1,0,0,1,0,1,1,0,1,1.0,1,water
1,3,3,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,4,1,1,0,0,1,1,0,0,2,0.0,1,water
1,3,5,0,0,1,1,0,0,1,1,3,0.0,2,water
1,3,6,1,1,0,0,0,0,1,1,1,1.0,1,water
1,3,7,0,1,1,0,1,0,0,1,3,1.0,2,water
1,3,8,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,9,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,10,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,11,0,0,1,1,0,0,1,1,2,1.0,1,water
1,3,12,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,13,1,1,0,0,1,1,0,0,1,1.0,1,water
1,3,14,1,0,0,1,0,1,1,0,0,,0,water
1,3,15,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,16,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,17,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,18,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,19,0,1,1,0,1,0,0,1,3,1.0,2,water
1,3,20,0,0,1,1,0,0,1,1,2,1.0,1,water
1,3,21,0,0,1,1,1,1,0,0,3,1.0,2,water
1,3,22,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,23,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,24,1,1,0,0,0,0,1,1,0,,0,water
1,3,25,0,0,1,1,1,1,0,0,3,1.0,2,water
1,3,26,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,27,1,1,0,0,1,1,0,0,1,1.0,1,water
1,3,28,0,1,1,0,1,0,0,1,3,1.0,2,water
1,3,29,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,30,0,1,1,0,1,0,0,1,1,0.0,1,water
1,3,31,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,32,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,33,0,0,1,1,1,1,0,0,2,1.0,1,water
1,3,34,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,35,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,36,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,37,1,0,0,1,1,0,0,1,1,1.0,1,water
1,3,38,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,39,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,40,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,41,1,1,0,0,1,1,0,0,3,1.0,2,water
1,3,42,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,43,0,1,1,0,0,1,1,0,2,1.0,1,water
1,3,44,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,45,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,46,0,0,1,1,0,0,1,1,3,0.0,2,water
1,3,47,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,48,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,49,0,0,1,1,1,1,0,0,0,,0,water
1,3,50,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,51,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,52,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,53,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,54,1,1,0,0,0,0,1,1,1,1.0,1,water
1,3,55,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,56,1,0,0,1,0,1,1,0,1,1.0,1,water
1,3,57,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,58,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,59,0,1,1,0,1,0,0,1,0,,0,water
1,3,60,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,61,1,1,0,0,1,1,0,0,2,0.0,1,water
1,3,62,0,1,1,0,0,1,1,0,1,0.0,1,water
1,3,63,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,64,0,1,1,0,1,0,0,1,3,1.0,2,water
1,3,65,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,66,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,67,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,68,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,69,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,70,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,71,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,72,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,73,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,74,1,0,0,1,0,1,1,0,2,0.0,1,water
1,3,75,0,1,1,0,1,0,0,1,1,0.0,1,water
1,3,76,1,1,0,0,1,1,0,0,1,1.0,1,water
1,3,77,1,0,0,1,1,0,0,1,2,0.0,1,water
1,3,78,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,79,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,80,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,81,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,82,0,1,1,0,0,1,1,0,0,,0,water
1,3,83,1,0,0,1,1,0,0,1,4,0.0,2,water
1,3,84,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,85,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,1,0,1,1,0,1,0,0,1,0,,0,water
1,4,2,1,1,0,0,1,1,0,0,2,0.0,1,water
1,4,3,0,1,1,0,1,0,0,1,0,,0,water
1,4,4,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,5,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,6,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,7,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,8,1,1,0,0,0,0,1,1,1,1.0,1,water
1,4,9,1,1,0,0,1,1,0,0,1,1.0,1,water
1,4,10,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,11,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,12,1,1,0,0,0,0,1,1,0,,0,water
1,4,13,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,14,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,15,1,0,0,1,0,1,1,0,1,1.0,1,water
1,4,16,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,17,1,1,0,0,0,0,1,1,0,,0,water
1,4,18,1,0,0,1,1,0,0,1,1,1.0,1,water
1,4,19,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,20,0,0,1,1,1,1,0,0,3,1.0,2,water
1,4,21,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,22,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,23,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,24,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,25,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,26,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,27,1,0,0,1,0,1,1,0,2,0.0,1,water
1,4,28,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,29,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,30,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,31,1,0,0,1,0,1,1,0,1,1.0,1,water
1,4,32,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,33,0,0,1,1,1,1,0,0,2,1.0,1,water
1,4,34,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,35,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,36,0,1,1,0,1,0,0,1,0,,0,water
1,4,37,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,38,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,39,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,40,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,41,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,42,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,43,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,44,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,45,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,46,1,0,0,1,1,0,0,1,1,1.0,1,water
1,4,47,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,48,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,49,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,50,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,51,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,52,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,53,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,54,1,0,0,1,0,1,1,0,2,0.0,1,water
1,4,55,0,1,1,0,1,0,0,1,1,0.0,1,water
1,4,56,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,57,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,58,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,59,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,60,1,0,0,1,1,0,0,1,1,1.0,1,water
1,4,61,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,62,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,63,0,0,1,1,0,0,1,1,3,0.0,2,water
1,4,64,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,65,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,66,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,67,1,1,0,0,1,1,0,0,4,0.0,2,water
1,4,68,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,69,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,70,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,71,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,72,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,73,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,74,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,75,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,76,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,77,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,78,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,79,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,80,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,81,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,82,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,83,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,84,1,1,0,0,1,1,0,0,4,0.0,2,water
1,4,85,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,1,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,2,0,0,1,1,1,1,0,0,2,1.0,1,water
1,5,3,1,1,0,0,0,0,1,1,1,1.0,1,water
1,5,4,1,0,0,1,1,0,0,1,1,1.0,1,water
1,5,5,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,6,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,7,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,8,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,9,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,10,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,11,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,12,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,13,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,14,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,15,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,16,1,0,0,1,1,0,0,1,3,1.0,2,water
1,5,17,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,18,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,19,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,20,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,21,0,1,1,0,1,0,0,1,3,1.0,2,water
1,5,22,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,23,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,24,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,25,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,26,1,1,0,0,1,1,0,0,2,0.0,1,water
1,5,27,0,0,1,1,1,1,0,0,0,,0,water
1,5,28,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,29,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,30,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,31,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,32,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,33,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,34,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,35,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,36,1,1,0,0,0,0,1,1,1,1.0,1,water
1,5,37,1,1,0,0,1,1,0,0,3,1.0,2,water
1,5,38,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,39,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,40,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,41,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,42,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,43,1,1,0,0,1,1,0,0,3,1.0,2,water
1,5,44,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,45,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,46,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,47,0,1,1,0,1,0,0,1,3,1.0,2,water
1,5,48,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,49,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,50,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,51,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,52,1,0,0,1,1,0,0,1,4,0.0,2,water
1,5,53,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,54,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,55,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,56,1,0,0,1,0,1,1,0,1,1.0,1,water
1,5,57,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,58,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,59,1,0,0,1,1,0,0,1,4,0.0,2,water
1,5,60,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,61,1,1,0,0,1,1,0,0,3,1.0,2,water
1,5,62,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,63,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,64,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,65,1,0,0,1,1,0,0,1,3,1.0,2,water
1,5,66,1,0,0,1,1,0,0,1,4,0.0,2,water
1,5,67,1,1,0,0,0,0,1,1,0,,0,water
1,5,68,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,69,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,70,1,0,0,1,1,0,0,1,2,0.0,1,water
1,5,71,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,72,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,73,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,74,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,75,1,0,0,1,1,0,0,1,4,0.0,2,water
1,5,76,1,0,0,1,1,0,0,1,4,0.0,2,water
1,5,77,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,78,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,79,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,80,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,81,0,1,1,0,1,0,0,1,3,1.0,2,water
1,5,82,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,83,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,84,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,85,0,0,1,1,1,1,0,0,1,0.0,1,water
1,5,86,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,87,1,1,0,0,1,1,0,0,4,0.0,2,water
1,6,1,1,1,0,0,1,1,0,0,3,1.0,2,water
1,6,2,1,1,0,0,0,0,1,1,4,1.0,2,water
1,6,3,0,0,1,1,0,0,1,1,2,1.0,1,water
1,6,4,1,1,0,0,1,1,0,0,3,1.0,2,water
1,6,5,1,0,0,1,1,0,0,1,1,1.0,1,water
1,6,6,1,1,0,0,1,1,0,0,4,0.0,2,water
1,6,7,0,1,1,0,1,0,0,1,4,0.0,2,water
1,6,8,1,0,0,1,0,1,1,0,4,1.0,2,water
1,6,9,0,0,1,1,0,0,1,1,3,0.0,2,water
1,6,10,0,1,1,0,1,0,0,1,4,0.0,2,water
1,6,11,1,0,0,1,1,0,0,1,3,1.0,2,water
1,6,12,1,1,0,0,1,1,0,0,3,1.0,2,water
1,6,13,1,0,0,1,1,0,0,1,4,0.0,2,water
1,6,14,0,1,1,0,0,1,1,0,4,1.0,2,water
1,6,15,1,1,0,0,0,0,1,1,4,1.0,2,water
1,6,16,0,1,1,0,0,1,1,0,3,0.0,2,water
1,6,17,1,0,0,1,1,0,0,1,4,0.0,2,water
1,6,18,1,1,0,0,1,1,0,0,3,1.0,2,water
1,6,19,0,0,1,1,1,1,0,0,3,1.0,2,water
1,6,20,0,0,1,1,1,1,0,0,3,1.0,2,water
1,6,21,1,0,0,1,1,0,0,1,3,1.0,2,water
1,6,22,0,1,1,0,1,0,0,1,3,1.0,2,water
1,6,23,1,1,0,0,0,0,1,1,1,1.0,1,water
1,6,24,1,0,0,1,0,1,1,0,4,1.0,2,water
1,6,25,1,0,0,1,0,1,1,0,4,1.0,2,water
1,6,26,1,1,0,0,1,1,0,0,4,0.0,2,water
1,6,27,0,0,1,1,1,1,0,0,3,1.0,2,water
1,6,28,1,0,0,1,0,1,1,0,4,1.0,2,water
1,6,29,1,0,0,1,1,0,0,1,4,0.0,2,water
1,6,30,0,0,1,1,1,1,0,0,4,0.0,2,water
1,6,31,1,0,0,1,1,0,0,1,3,1.0,2,water
1,6,32,0,0,1,1,1,1,0,0,3,1.0,2,water
1,6,33,0,1,1,0,0,1,1,0,4,1.0,2,water
1,6,34,1,1,0,0,0,0,1,1,4,1.0,2,water
1,6,35,1,1,0,0,0,0,1,1,4,1.0,2,water
