stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type,initial_motivation
4,1,39,0,1,1,0,1,0,0,1,3.0,1.0,2,water
4,1,40,0,0,1,1,1,1,0,0,3.0,1.0,2,water
4,1,41,0,0,1,1,0,0,1,1,4.0,1.0,2,water
4,1,42,1,0,0,1,0,1,1,0,4.0,1.0,2,water
4,1,43,0,1,1,0,1,0,0,1,2.0,1.0,1,water
4,1,44,0,0,1,1,0,0,1,1,0.0,,0,water
4,1,45,1,0,0,1,1,0,0,1,3.0,1.0,2,water
4,1,46,0,0,1,1,1,1,0,0,2.0,1.0,1,water
4,1,47,1,0,0,1,1,0,0,1,3.0,1.0,2,water
4,1,48,1,1,0,0,0,0,1,1,1.0,1.0,1,water
4,1,49,0,1,1,0,1,0,0,1,2.0,1.0,1,water
4,1,50,0,1,1,0,1,0,0,1,3.0,1.0,2,water
4,1,51,1,1,0,0,0,0,1,1,1.0,1.0,1,water
4,1,52,1,0,0,1,1,0,0,1,2.0,0.0,1,water
4,1,53,1,0,0,1,1,0,0,1,3.0,1.0,2,water
4,1,54,0,1,1,0,1,0,0,1,3.0,1.0,2,water
4,1,55,0,1,1,0,0,1,1,0,0.0,,0,water
4,1,56,1,1,0,0,1,1,0,0,1.0,1.0,1,water
4,1,57,0,0,1,1,0,0,1,1,4.0,1.0,2,water
4,1,58,0,0,1,1,0,0,1,1,3.0,0.0,2,water
4,1,59,0,0,1,1,0,0,1,1,2.0,1.0,1,water
4,1,60,0,0,1,1,0,0,1,1,4.0,1.0,2,water
4,1,61,0,0,1,1,1,1,0,0,2.0,1.0,1,water
4,1,62,1,0,0,1,0,1,1,0,1.0,1.0,1,water
4,1,63,1,1,0,0,1,1,0,0,3.0,1.0,2,water
4,1,64,0,1,1,0,0,1,1,0,1.0,0.0,1,water
4,1,65,1,0,0,1,1,0,0,1,3.0,1.0,2,water
4,1,66,0,0,1,1,0,0,1,1,4.0,1.0,2,water
4,1,67,1,0,0,1,1,0,0,1,2.0,0.0,1,water
5,1,1,1,0,0,1,0,1,1,0,4.0,1.0,2,water
5,1,2,0,0,1,1,1,1,0,0,1.0,1.0,1,water
5,1,3,1,1,0,0,0,0,1,1,2.0,0.0,1,water
5,1,4,1,0,0,1,1,0,0,1,4.0,1.0,2,water
5,1,5,1,1,0,0,0,0,1,1,3.0,0.0,2,water
5,1,6,0,1,1,0,1,0,0,1,1.0,1.0,1,water
5,1,7,0,0,1,1,0,0,1,1,3.0,0.0,2,water
5,1,8,1,1,0,0,0,0,1,1,0.0,,0,water
5,1,9,1,1,0,0,0,0,1,1,3.0,0.0,2,water
5,1,10,1,0,0,1,1,0,0,1,4.0,1.0,2,water
5,1,11,0,1,1,0,0,1,1,0,3.0,0.0,2,water
5,1,12,0,0,1,1,1,1,0,0,3.0,0.0,2,water
5,1,13,0,0,1,1,1,1,0,0,2.0,0.0,1,water
5,1,14,1,1,0,0,1,1,0,0,4.0,1.0,2,water
5,1,15,1,0,0,1,1,0,0,1,3.0,0.0,2,water
5,1,16,0,1,1,0,0,1,1,0,2.0,0.0,1,water
5,1,17,1,1,0,0,0,0,1,1,1.0,1.0,1,water
5,1,18,0,1,1,0,1,0,0,1,4.0,1.0,2,water
5,1,19,1,0,0,1,1,0,0,1,3.0,0.0,2,water
5,1,20,1,1,0,0,1,1,0,0,1.0,1.0,1,water
5,1,21,0,0,1,1,1,1,0,0,4.0,1.0,2,water
5,1,22,0,0,1,1,0,0,1,1,3.0,0.0,2,water
5,1,23,0,0,1,1,1,1,0,0,1.0,1.0,1,water
5,1,24,0,0,1,1,0,0,1,1,4.0,1.0,2,water
5,1,25,0,0,1,1,1,1,0,0,1.0,1.0,1,water
5,1,26,1,1,0,0,1,1,0,0,1.0,1.0,1,water
5,1,27,1,0,0,1,1,0,0,1,4.0,1.0,2,water
5,1,28,0,0,1,1,0,0,1,1,0.0,,0,water
5,1,29,0,0,1,1,0,0,1,1,4.0,1.0,2,water
5,1,30,1,1,0,0,0,0,1,1,1.0,1.0,1,water
5,1,31,1,0,0,1,0,1,1,0,1.0,1.0,1,water
5,1,32,0,0,1,1,1,1,0,0,4.0,1.0,2,water
5,1,33,1,1,0,0,0,0,1,1,4.0,1.0,2,water
5,1,34,0,1,1,0,0,1,1,0,0.0,,0,water
5,1,35,0,1,1,0,1,0,0,1,2.0,0.0,1,water
5,1,36,0,0,1,1,0,0,1,1,4.0,1.0,2,water
5,1,37,1,0,0,1,0,1,1,0,4.0,1.0,2,water
5,1,38,0,0,1,1,1,1,0,0,2.0,0.0,1,water
5,1,39,0,0,1,1,0,0,1,1,3.0,0.0,2,water
5,1,40,1,1,0,0,1,1,0,0,1.0,1.0,1,water
5,1,41,0,1,1,0,0,1,1,0,4.0,1.0,2,water
5,1,42,1,0,0,1,1,0,0,1,1.0,1.0,1,water
5,1,43,1,0,0,1,0,1,1,0,4.0,1.0,2,water
5,1,44,1,0,0,1,0,1,1,0,0.0,,0,water
5,1,45,1,0,0,1,0,1,1,0,4.0,1.0,2,water
5,1,46,1,0,0,1,0,1,1,0,4.0,1.0,2,water
5,1,47,1,0,0,1,0,1,1,0,1.0,1.0,1,water
5,1,48,1,1,0,0,0,0,1,1,4.0,1.0,2,water
5,1,49,0,1,1,0,1,0,0,1,4.0,1.0,2,water
5,1,50,0,1,1,0,0,1,1,0,4.0,1.0,2,water
5,1,51,1,0,0,1,1,0,0,1,1.0,1.0,1,water
5,1,52,0,0,1,1,0,0,1,1,4.0,1.0,2,water
5,1,53,1,1,0,0,1,1,0,0,4.0,1.0,2,water
5,1,54,0,0,1,1,1,1,0,0,4.0,1.0,2,water
5,1,55,0,1,1,0,1,0,0,1,4.0,1.0,2,water
5,1,56,1,0,0,1,1,0,0,1,0.0,,0,water
5,1,57,1,1,0,0,1,1,0,0,1.0,1.0,1,water
5,1,58,0,1,1,0,0,1,1,0,4.0,1.0,2,water
5,1,59,0,1,1,0,0,1,1,0,1.0,1.0,1,water
5,1,60,1,1,0,0,1,1,0,0,4.0,1.0,2,water
5,1,61,1,0,0,1,1,0,0,1,1.0,1.0,1,water
5,1,62,1,0,0,1,0,1,1,0,2.0,0.0,1,water
5,1,63,0,1,1,0,1,0,0,1,1.0,1.0,1,water
5,1,64,1,1,0,0,0,0,1,1,4.0,1.0,2,water
5,1,65,1,1,0,0,1,1,0,0,4.0,1.0,2,water
