stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type,initial_motivation
1,1,1,0,0,1,1,0,0,1,1,0,,0,water
1,1,2,1,0,0,1,0,1,1,0,3,0.0,2,water
1,1,3,1,0,0,1,1,0,0,1,1,1.0,1,water
1,1,4,1,1,0,0,0,0,1,1,3,0.0,2,water
1,1,5,1,0,0,1,1,0,0,1,0,,0,water
1,1,6,1,1,0,0,1,1,0,0,0,,0,water
1,1,7,1,1,0,0,0,0,1,1,0,,0,water
1,1,8,1,0,0,1,0,1,1,0,0,,0,water
1,1,9,1,1,0,0,1,1,0,0,0,,0,water
1,1,10,1,0,0,1,1,0,0,1,0,,0,water
1,1,11,1,1,0,0,0,0,1,1,0,,0,water
1,1,12,0,1,1,0,0,1,1,0,2,1.0,1,water
1,1,13,0,0,1,1,1,1,0,0,1,0.0,1,water
1,1,14,1,1,0,0,0,0,1,1,0,,0,water
1,1,15,0,1,1,0,0,1,1,0,2,1.0,1,water
1,1,16,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,17,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,18,0,1,1,0,1,0,0,1,3,1.0,2,water
1,1,19,0,1,1,0,1,0,0,1,3,1.0,2,water
1,1,20,0,0,1,1,0,0,1,1,3,0.0,2,water
1,1,21,0,0,1,1,1,1,0,0,4,0.0,2,water
1,1,22,0,0,1,1,0,0,1,1,4,1.0,2,water
1,1,23,0,0,1,1,1,1,0,0,0,,0,water
1,1,24,1,1,0,0,1,1,0,0,2,0.0,1,water
1,1,25,1,0,0,1,1,0,0,1,2,0.0,1,water
1,1,26,0,0,1,1,0,0,1,1,1,0.0,1,water
1,1,27,1,1,0,0,0,0,1,1,1,1.0,1,water
1,1,28,1,0,0,1,1,0,0,1,0,,0,water
1,1,29,0,0,1,1,1,1,0,0,1,0.0,1,water
1,1,30,0,0,1,1,1,1,0,0,3,1.0,2,water
1,1,31,0,0,1,1,1,1,0,0,3,1.0,2,water
1,1,32,0,1,1,0,1,0,0,1,2,1.0,1,water
1,1,33,0,0,1,1,1,1,0,0,3,1.0,2,water
1,1,34,0,1,1,0,0,1,1,0,0,,0,water
1,1,35,1,1,0,0,1,1,0,0,1,1.0,1,water
1,1,36,0,1,1,0,0,1,1,0,4,1.0,2,water
1,1,37,0,1,1,0,0,1,1,0,2,1.0,1,water
1,1,38,1,1,0,0,1,1,0,0,3,1.0,2,water
1,1,39,0,1,1,0,0,1,1,0,4,1.0,2,water
1,1,40,0,1,1,0,1,0,0,1,3,1.0,2,water
1,1,41,1,0,0,1,0,1,1,0,0,,0,water
1,1,42,0,0,1,1,0,0,1,1,0,,0,water
1,1,43,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,44,1,0,0,1,1,0,0,1,2,0.0,1,water
1,1,45,1,0,0,1,1,0,0,1,3,1.0,2,water
1,1,46,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,47,1,1,0,0,1,1,0,0,2,0.0,1,water
1,1,48,0,1,1,0,1,0,0,1,1,0.0,1,water
1,1,49,0,1,1,0,1,0,0,1,4,0.0,2,water
1,1,50,1,0,0,1,1,0,0,1,1,1.0,1,water
1,1,51,0,1,1,0,1,0,0,1,3,1.0,2,water
1,1,52,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,53,0,1,1,0,1,0,0,1,3,1.0,2,water
1,1,54,0,1,1,0,0,1,1,0,3,0.0,2,water
1,1,55,0,0,1,1,0,0,1,1,4,1.0,2,water
1,1,56,0,1,1,0,0,1,1,0,4,1.0,2,water
1,1,57,1,0,0,1,0,1,1,0,4,1.0,2,water
1,1,58,1,0,0,1,0,1,1,0,4,1.0,2,water
1,1,59,1,1,0,0,1,1,0,0,3,1.0,2,water
1,1,60,0,1,1,0,1,0,0,1,1,0.0,1,water
1,1,61,1,0,0,1,0,1,1,0,2,0.0,1,water
1,1,62,1,0,0,1,1,0,0,1,4,0.0,2,water
1,1,63,1,1,0,0,0,0,1,1,4,1.0,2,water
1,1,64,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,1,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,2,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,3,0,0,1,1,0,0,1,1,2,1.0,1,water
1,2,4,1,0,0,1,0,1,1,0,2,0.0,1,water
1,2,5,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,6,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,7,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,8,0,0,1,1,0,0,1,1,3,0.0,2,water
1,2,9,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,10,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,11,1,1,0,0,0,0,1,1,1,1.0,1,water
1,2,12,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,13,0,1,1,0,1,0,0,1,4,0.0,2,water
1,2,14,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,15,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,16,1,1,0,0,1,1,0,0,0,,0,water
1,2,17,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,18,1,1,0,0,1,1,0,0,1,1.0,1,water
1,2,19,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,20,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,21,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,22,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,23,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,24,0,0,1,1,0,0,1,1,2,1.0,1,water
1,2,25,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,26,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,27,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,28,1,1,0,0,0,0,1,1,1,1.0,1,water
1,2,29,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,30,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,31,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,32,1,0,0,1,0,1,1,0,2,0.0,1,water
1,2,33,0,0,1,1,1,1,0,0,4,0.0,2,water
1,2,34,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,35,0,1,1,0,1,0,0,1,2,1.0,1,water
1,2,36,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,37,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,38,1,1,0,0,1,1,0,0,1,1.0,1,water
1,2,39,0,1,1,0,0,1,1,0,2,1.0,1,water
1,2,40,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,41,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,42,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,43,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,44,1,1,0,0,0,0,1,1,3,0.0,2,water
1,2,45,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,46,0,1,1,0,1,0,0,1,2,1.0,1,water
1,2,47,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,48,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,49,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,50,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,51,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,52,0,1,1,0,0,1,1,0,2,1.0,1,water
1,2,53,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,54,1,1,0,0,1,1,0,0,4,0.0,2,water
1,2,55,0,1,1,0,0,1,1,0,3,0.0,2,water
1,2,56,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,57,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,58,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,59,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,60,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,61,1,0,0,1,0,1,1,0,3,0.0,2,water
1,2,62,1,0,0,1,1,0,0,1,1,1.0,1,water
1,2,63,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,64,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,65,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,66,1,1,0,0,1,1,0,0,4,0.0,2,water
1,2,67,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,68,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,69,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,70,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,71,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,72,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,73,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,74,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,75,1,0,0,1,0,1,1,0,3,0.0,2,water
1,2,76,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,77,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,78,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,79,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,80,1,0,0,1,0,1,1,0,3,0.0,2,water
1,2,81,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,82,1,0,0,1,1,0,0,1,4,0.0,2,water
1,2,83,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,84,1,1,0,0,1,1,0,0,3,1.0,2,water
1,2,85,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,86,0,0,1,1,0,0,1,1,4,1.0,2,water
1,2,87,1,1,0,0,0,0,1,1,3,0.0,2,water
1,2,88,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,89,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,90,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,91,1,1,0,0,0,0,1,1,4,1.0,2,water
1,2,92,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,93,0,1,1,0,0,1,1,0,4,1.0,2,water
1,2,94,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,95,1,0,0,1,1,0,0,1,3,1.0,2,water
1,2,96,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,97,1,0,0,1,0,1,1,0,4,1.0,2,water
1,2,98,1,0,0,1,0,1,1,0,3,0.0,2,water
1,2,99,0,1,1,0,1,0,0,1,0,,0,water
1,2,100,0,1,1,0,1,0,0,1,3,1.0,2,water
1,2,101,1,0,0,1,0,1,1,0,0,,0,water
1,2,102,0,0,1,1,1,1,0,0,3,1.0,2,water
1,2,103,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,1,0,1,1,0,0,1,1,0,0,,0,water
1,3,2,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,3,1,1,0,0,0,0,1,1,0,,0,water
1,3,4,1,1,0,0,0,0,1,1,1,1.0,1,water
1,3,5,0,1,1,0,1,0,0,1,2,1.0,1,water
1,3,6,0,0,1,1,1,1,0,0,2,1.0,1,water
1,3,7,0,1,1,0,1,0,0,1,3,1.0,2,water
1,3,8,0,1,1,0,1,0,0,1,2,1.0,1,water
1,3,9,1,1,0,0,0,0,1,1,1,1.0,1,water
1,3,10,1,1,0,0,1,1,0,0,1,1.0,1,water
1,3,11,1,1,0,0,0,0,1,1,3,0.0,2,water
1,3,12,0,1,1,0,1,0,0,1,4,0.0,2,water
1,3,13,1,1,0,0,1,1,0,0,3,1.0,2,water
1,3,14,0,0,1,1,1,1,0,0,3,1.0,2,water
1,3,15,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,16,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,17,1,1,0,0,1,1,0,0,3,1.0,2,water
1,3,18,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,19,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,20,0,0,1,1,1,1,0,0,3,1.0,2,water
1,3,21,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,22,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,23,0,0,1,1,1,1,0,0,2,1.0,1,water
1,3,24,0,1,1,0,0,1,1,0,0,,0,water
1,3,25,1,0,0,1,1,0,0,1,4,0.0,2,water
2,1,1,1,1,0,0,1,1,0,0,3,1.0,2,water
2,1,2,0,1,1,0,1,0,0,1,2,1.0,1,water
2,1,3,1,1,0,0,1,1,0,0,4,0.0,2,water
2,1,4,1,1,0,0,1,1,0,0,3,1.0,2,water
2,1,5,1,1,0,0,0,0,1,1,0,,0,water
2,1,6,0,0,1,1,1,1,0,0,3,1.0,2,water
2,1,7,1,0,0,1,1,0,0,1,1,1.0,1,water
2,1,8,1,0,0,1,1,0,0,1,4,0.0,2,water
2,1,9,0,0,1,1,1,1,0,0,0,,0,water
2,1,10,1,0,0,1,0,1,1,0,3,0.0,2,water
2,1,11,0,1,1,0,0,1,1,0,0,,0,water
2,1,12,1,0,0,1,0,1,1,0,3,0.0,2,water
2,1,13,1,0,0,1,0,1,1,0,4,1.0,2,water
2,1,14,0,0,1,1,1,1,0,0,4,0.0,2,water
2,1,15,0,1,1,0,0,1,1,0,3,0.0,2,water
2,1,16,0,0,1,1,0,0,1,1,2,1.0,1,water
2,1,17,1,0,0,1,0,1,1,0,0,,0,water
2,1,18,1,0,0,1,1,0,0,1,4,0.0,2,water
2,1,19,1,1,0,0,0,0,1,1,3,0.0,2,water
2,1,20,0,0,1,1,0,0,1,1,4,1.0,2,water
2,1,21,0,0,1,1,0,0,1,1,1,0.0,1,water
2,1,22,0,1,1,0,0,1,1,0,3,0.0,2,water
2,1,23,1,0,0,1,1,0,0,1,2,0.0,1,water
2,1,24,1,1,0,0,1,1,0,0,4,0.0,2,water
2,1,25,1,0,0,1,1,0,0,1,3,1.0,2,water
2,1,26,1,1,0,0,1,1,0,0,3,1.0,2,water
2,1,27,0,1,1,0,0,1,1,0,2,1.0,1,water
2,1,28,1,1,0,0,1,1,0,0,0,,0,water
2,1,29,0,0,1,1,1,1,0,0,4,0.0,2,water
2,1,30,0,1,1,0,0,1,1,0,3,0.0,2,water
2,1,31,0,1,1,0,0,1,1,0,0,,0,water
2,1,32,1,0,0,1,0,1,1,0,3,0.0,2,water
2,1,33,1,1,0,0,1,1,0,0,3,1.0,2,water
2,1,34,0,1,1,0,0,1,1,0,4,1.0,2,water
