trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.45,3.13,2,1,4
2,1,4,4,4,4.76,1,1,4
3,1,3,1,2.68,3.63,1,1,3
4,1,4,3,2.19,2.84,2,2,4
5,2,3,3,1.6,6.92,1,2,3
6,1,3,4,3.12,3.84,2,2,3
7,1,4,4,4.8,5.52,1,1,4
8,1,3,3,2.49,3.3,1,1,3
9,1,3,3,5.47,6.07,1,1,3
10,1,4,4,2.47,3.62,1,1,4
11,2,4,4,4.13,4.89,1,2,4
12,1,4,4,2.82,3.53,1,1,4
13,1,3,3,3.42,4.3,1,1,3
14,2,4,4,4.3,5.04,1,2,4
15,2,3,3,4.06,4.8,1,2,3
16,2,3,3,5.98,6.67,1,2,3
17,1,4,4,3.09,3.87,1,1,4
18,2,3,3,4.15,4.85,1,2,3
19,1,3,3,3.51,4.24,1,1,3
20,2,3,3,3.17,3.87,1,2,3
21,1,3,4,2.67,3.95,2,2,3
22,2,4,4,5.35,6.03,1,2,4
23,2,3,2,2.81,3.64,1,2,3
24,1,4,4,4.11,4.8,1,1,4
25,2,3,4,2.62,3.3,2,1,3
26,2,3,,,,3,1,3
27,1,3,1,4.1,4.91,1,1,3
28,1,4,4,2.96,3.67,1,1,4
29,2,3,3,2.82,3.56,1,2,3
30,2,4,1,2.64,3.35,2,1,4
31,1,3,3,2.16,2.9,1,1,3
32,1,4,4,5.3,5.99,1,1,4
33,1,3,1,3.72,4.44,1,1,3
34,2,3,3,2.89,3.62,1,2,3
35,2,3,2,5.36,6.24,1,2,3
36,1,4,,4.35,,4,2,4
37,1,3,1,2.86,3.5,1,1,3
38,1,4,2,2.54,3.32,2,2,4
39,1,3,3,2.66,3.64,1,1,3
40,1,3,4,5.42,6.13,2,2,3
41,1,3,4,5.75,6.42,2,2,3
42,1,4,1,2.82,3.55,1,1,4
43,1,3,1,3.2,4.2,1,1,3
44,1,4,4,5,5.62,1,1,4
45,2,3,2,3.47,4.42,1,2,3
46,1,4,4,2.24,2.94,1,1,4
47,2,4,2,9.25,10.06,1,2,4
48,2,3,3,3.74,4.46,1,2,3
49,1,4,1,2.97,3.83,1,1,4
50,2,3,1,4.68,5.37,2,1,3
51,1,3,4,4.3,5.94,2,2,3
52,1,3,4,5.52,6.5,2,2,3
