trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,2,2.53,3.76,2,2,4
2,2,3,1,6.35,7.36,2,1,3
3,2,4,4,2.3,3.71,1,2,4
4,2,4,1,4.18,5.26,2,1,4
5,1,4,2,3.24,4.11,2,2,4
6,2,3,4,2.55,3.37,2,1,3
7,1,3,4,2.24,3.13,2,2,3
8,1,4,4,3.24,4.03,1,1,4
9,1,4,4,3.08,3.92,1,1,4
10,2,3,1,3.36,4.34,2,1,3
11,2,3,4,4.41,5.19,2,1,3
12,1,3,4,3.41,4.14,2,2,3
13,1,4,4,2.48,3.2,1,1,4
14,1,3,4,5.6,6.51,2,2,3
15,2,3,3,3.04,4.23,1,2,3
16,2,3,4,2.88,3.74,2,1,3
17,2,4,4,3.49,4.31,1,2,4
18,1,4,4,4.44,5.16,1,1,4
19,1,3,4,3.98,4.89,2,2,3
20,2,4,3,2.88,3.69,2,1,4
21,1,4,1,3.29,4.09,1,1,4
22,1,4,4,5.58,6.38,1,1,4
23,2,4,1,3.96,4.79,2,1,4
24,1,3,3,3.17,4.03,1,1,3
25,2,4,4,3.5,4.31,1,2,4
26,1,3,2,4.3,5.31,2,2,3
27,1,4,3,2.81,3.63,2,2,4
28,2,3,4,3.78,4.62,2,1,3
29,1,3,4,3.44,4.19,2,2,3
30,1,3,3,2.75,3.45,1,1,3
31,2,4,1,3.33,4.39,2,1,4
32,2,3,4,6.18,6.95,2,1,3
33,2,3,1,5.51,6.41,2,1,3
34,2,3,3,2.28,3.05,1,2,3
35,2,4,4,2.45,3.22,1,2,4
36,1,4,4,3.38,4.08,1,1,4
37,2,4,4,4.65,5.29,1,2,4
38,2,4,4,2.12,2.96,1,2,4
39,1,3,3,3.47,4.33,1,1,3
40,1,4,4,2.45,3.39,1,1,4
41,1,3,3,2.85,3.61,1,1,3
42,2,3,3,8.95,9.76,1,2,3
43,2,3,4,2.83,3.61,2,1,3
44,2,4,4,2.75,3.46,1,2,4
45,1,3,4,2.18,2.96,2,2,3
46,2,3,4,3.37,4.09,2,1,3
47,2,3,4,4.26,5.04,2,1,3
48,1,3,3,2.17,2.94,1,1,3
49,1,3,3,2.48,3.22,1,1,3
50,1,4,4,3.35,4.04,1,1,4
51,1,3,3,4.45,5.53,1,1,3
52,2,4,4,3.35,4.12,1,2,4
53,2,3,4,3.32,4.1,2,1,3
54,1,4,3,3.78,4.79,2,2,4
55,1,3,4,4.25,4.91,2,2,3
